order_id,amount,payment_method,transaction_id,payment_date
292,28202.77,Cash,TXN154165873,06-06-2023 00:00
1331,123974.39,Card,TXN715009148,17-01-2023 00:00
1331,7954.4,Card,TXN238139240,17-01-2023 00:00
1331,114994.72,Cash,TXN943529045,17-01-2023 00:00
2784,169175.58,UPI,TXN604561853,27-06-2025 00:00
663,40175.93,Cash,TXN775206141,09-01-2024 00:00
663,214804.13,Cash,TXN586692329,09-01-2024 00:00
663,75038.48,Cash,TXN285377407,09-01-2024 00:00
1552,180503.59,Card,TXN388045217,01-10-2024 00:00
1552,35829.26,Card,TXN396997047,01-10-2024 00:00
1589,10275.92,Card,TXN660864288,08-11-2024 00:00
1589,2632.47,Cash,TXN688416207,08-11-2024 00:00
1589,18706.28,NetBanking,TXN765435738,08-11-2024 00:00
3725,7515.58,NetBanking,TXN959256212,28-04-2024 00:00
3725,10555.8,Cash,TXN626969462,28-04-2024 00:00
1811,193174.96,Cash,TXN322884442,07-06-2023 00:00
1811,63066.28,NetBanking,TXN344984882,07-06-2023 00:00
2204,344245.8,Cash,TXN335228057,29-10-2025 00:00
1373,5683.27,Card,TXN241709163,09-06-2023 00:00
1373,970.1,NetBanking,TXN751705472,09-06-2023 00:00
1373,1566.74,NetBanking,TXN661374388,09-06-2023 00:00
764,3859.56,Card,TXN371874299,24-11-2023 00:00
556,983.48,UPI,TXN799133869,08-02-2023 00:00
556,1274.28,Card,TXN447884037,08-02-2023 00:00
556,1644.81,Card,TXN444716253,08-02-2023 00:00
2469,149996.84,Card,TXN567855933,16-12-2025 00:00
2469,433796.99,Card,TXN268019486,16-12-2025 00:00
3762,6834.41,UPI,TXN825143147,07-04-2025 00:00
3762,57132.55,Card,TXN450077539,07-04-2025 00:00
3762,85493.54,NetBanking,TXN617367147,07-04-2025 00:00
4116,2212.67,Cash,TXN476662599,16-02-2025 00:00
4116,19568.04,UPI,TXN936065303,16-02-2025 00:00
1268,4362.61,UPI,TXN156400910,03-08-2025 00:00
2749,52894.1,Card,TXN947990031,28-05-2024 00:00
3641,529611.51,Cash,TXN140336813,04-02-2023 00:00
3641,161259.87,Card,TXN268703848,04-02-2023 00:00
3641,94835.56,Cash,TXN451531728,04-02-2023 00:00
173,54696.41,NetBanking,TXN857212688,01-03-2023 00:00
173,184866,NetBanking,TXN634251362,01-03-2023 00:00
173,39673.19,Cash,TXN351887020,01-03-2023 00:00
4221,10386.09,UPI,TXN869129437,19-11-2025 00:00
2276,29469.15,Cash,TXN223251233,05-05-2024 00:00
876,154800.14,Card,TXN513845561,17-06-2025 00:00
161,5660.55,NetBanking,TXN845362514,09-09-2025 00:00
161,6205.38,NetBanking,TXN168242476,09-09-2025 00:00
161,1090.07,Cash,TXN372693828,09-09-2025 00:00
4813,98865.09,Cash,TXN710204790,15-08-2025 00:00
4813,80007.59,Cash,TXN710972487,15-08-2025 00:00
3202,965152.2,Cash,TXN776220516,28-06-2023 00:00
3202,173405.93,NetBanking,TXN898057346,28-06-2023 00:00
3202,389184.75,Card,TXN794141779,28-06-2023 00:00
113,79223.89,Card,TXN803677853,06-03-2024 00:00
113,24224.14,NetBanking,TXN394025991,06-03-2024 00:00
2172,64734.65,Card,TXN346783478,15-07-2023 00:00
2983,43416.05,UPI,TXN548032649,01-04-2025 00:00
2983,75463.24,Cash,TXN174363970,01-04-2025 00:00
2983,286059.41,Card,TXN993966175,01-04-2025 00:00
1595,35887.66,UPI,TXN270174492,08-06-2024 00:00
1595,35097.63,Card,TXN908170993,08-06-2024 00:00
1595,17544.48,UPI,TXN936735958,08-06-2024 00:00
3097,121047.27,NetBanking,TXN501649627,01-01-2026 00:00
3097,5807.89,NetBanking,TXN785929490,01-01-2026 00:00
4519,257145.39,Cash,TXN923837282,11-02-2023 00:00
4611,15376.1,Cash,TXN643547135,30-11-2023 00:00
4611,12866.66,UPI,TXN161165103,30-11-2023 00:00
4095,99705.33,Card,TXN577888703,27-01-2024 00:00
4289,235925.01,UPI,TXN357417085,27-11-2025 00:00
4289,392039.96,Card,TXN442142137,27-11-2025 00:00
4289,142932.25,Card,TXN451057345,27-11-2025 00:00
2990,671706.26,UPI,TXN429846400,17-12-2025 00:00
2990,4015.69,NetBanking,TXN804994587,17-12-2025 00:00
2990,65290.23,Card,TXN667495684,17-12-2025 00:00
815,34192.55,Cash,TXN507500010,12-05-2025 00:00
815,1217.34,Cash,TXN943472818,12-05-2025 00:00
1422,181886.39,NetBanking,TXN524011228,03-07-2023 00:00
1422,2823.64,NetBanking,TXN535375580,03-07-2023 00:00
1422,86071.2,NetBanking,TXN998251274,03-07-2023 00:00
3150,173217.32,Cash,TXN443403282,11-05-2023 00:00
3150,9528.75,UPI,TXN674133798,11-05-2023 00:00
3150,24155.59,Card,TXN348780527,11-05-2023 00:00
2054,540054.86,UPI,TXN575248265,10-08-2024 00:00
2054,48434.95,Card,TXN698836976,10-08-2024 00:00
2054,74190.57,Card,TXN684066156,10-08-2024 00:00
1004,440577.07,NetBanking,TXN363998741,08-09-2025 00:00
2702,373840.4,NetBanking,TXN518789222,18-05-2023 00:00
3837,55405.67,Cash,TXN355850130,28-11-2025 00:00
3837,59631.56,Card,TXN901004920,28-11-2025 00:00
3071,1338.48,NetBanking,TXN113322759,08-05-2024 00:00
2404,23407.84,UPI,TXN411362937,24-05-2023 00:00
2404,264145.16,UPI,TXN407441366,24-05-2023 00:00
2404,77435.28,NetBanking,TXN487212794,24-05-2023 00:00
57,82873,Cash,TXN397263762,26-07-2025 00:00
1313,16916.19,Card,TXN715813268,02-09-2025 00:00
19,99660.42,UPI,TXN361697918,01-11-2023 00:00
19,31108.02,UPI,TXN902221571,01-11-2023 00:00
4452,26141.89,UPI,TXN752473733,14-02-2025 00:00
2721,357418.93,Cash,TXN864263832,04-06-2023 00:00
3834,227988.92,NetBanking,TXN872107806,11-11-2024 00:00
824,35280.83,Cash,TXN844905735,29-03-2024 00:00
824,465.31,Cash,TXN941593801,29-03-2024 00:00
824,5067.6,NetBanking,TXN309532659,29-03-2024 00:00
3460,18093.18,NetBanking,TXN723957511,19-12-2025 00:00
3460,7964.28,Card,TXN189047457,19-12-2025 00:00
3460,5595.83,Cash,TXN275630179,19-12-2025 00:00
1262,800464.44,NetBanking,TXN477213654,10-09-2025 00:00
1262,146360.56,Card,TXN345021791,10-09-2025 00:00
1262,73425.4,Card,TXN599075611,10-09-2025 00:00
357,16813,Cash,TXN439931366,02-12-2024 00:00
357,4689.13,Card,TXN997958381,02-12-2024 00:00
357,2.83,UPI,TXN255390023,02-12-2024 00:00
2366,294617.68,Cash,TXN885901659,28-04-2023 00:00
4634,529379.06,UPI,TXN991257172,13-09-2023 00:00
769,394480.57,NetBanking,TXN232660595,09-04-2024 00:00
769,59356.25,NetBanking,TXN847098646,09-04-2024 00:00
769,273301.48,UPI,TXN925261809,09-04-2024 00:00
266,15651.14,NetBanking,TXN695701438,13-01-2023 00:00
2543,108010.21,NetBanking,TXN802508811,19-06-2025 00:00
2543,31375.44,Cash,TXN817121707,19-06-2025 00:00
4669,47843,Cash,TXN368959665,23-08-2023 00:00
4669,4936.74,UPI,TXN312077047,23-08-2023 00:00
4669,6353.41,Cash,TXN304113573,23-08-2023 00:00
1550,99598.3,Cash,TXN632329348,21-09-2025 00:00
1287,101687.15,NetBanking,TXN317136612,19-02-2025 00:00
1287,164093.66,Card,TXN211566409,19-02-2025 00:00
3855,3508.23,Cash,TXN515683908,23-05-2023 00:00
3855,3996.61,NetBanking,TXN648443334,23-05-2023 00:00
3855,13785.53,Cash,TXN656548411,23-05-2023 00:00
3840,242732.26,NetBanking,TXN198000108,06-01-2023 00:00
366,44307.08,Card,TXN548862222,09-09-2023 00:00
366,23892.41,Card,TXN803110074,09-09-2023 00:00
366,7385.97,UPI,TXN963697449,09-09-2023 00:00
307,22542.86,UPI,TXN334657684,12-12-2024 00:00
307,30777.61,NetBanking,TXN292068911,12-12-2024 00:00
307,11499.87,UPI,TXN176351017,12-12-2024 00:00
3199,157910.66,Cash,TXN666918658,22-04-2025 00:00
4078,69113.22,Card,TXN840310116,09-03-2024 00:00
4078,102941.18,NetBanking,TXN733615315,09-03-2024 00:00
4078,107512.3,NetBanking,TXN180869056,09-03-2024 00:00
91,455682.81,NetBanking,TXN503981245,29-10-2023 00:00
305,3230.23,UPI,TXN344202643,06-06-2023 00:00
305,12043.5,Card,TXN492104300,06-06-2023 00:00
305,11063.71,UPI,TXN211244537,06-06-2023 00:00
743,11155.72,NetBanking,TXN306128444,03-07-2025 00:00
743,3131.08,UPI,TXN637152163,03-07-2025 00:00
743,11982.75,UPI,TXN616002038,03-07-2025 00:00
1484,40260.05,NetBanking,TXN608127203,22-03-2025 00:00
1484,8384.08,NetBanking,TXN876625066,22-03-2025 00:00
1484,17352.65,UPI,TXN962629135,22-03-2025 00:00
3986,50347.66,UPI,TXN860597202,15-05-2024 00:00
10,7865.82,Card,TXN412820702,11-06-2023 00:00
10,35574.15,NetBanking,TXN993051550,11-06-2023 00:00
1940,13098.83,UPI,TXN567663882,09-10-2024 00:00
4643,27900.52,Cash,TXN529928097,14-08-2023 00:00
4643,28665.77,NetBanking,TXN511216334,14-08-2023 00:00
3068,5266.7,UPI,TXN367628873,27-03-2023 00:00
3068,2487.59,NetBanking,TXN542440805,27-03-2023 00:00
3068,49344.22,UPI,TXN104240382,27-03-2023 00:00
3582,92696.89,Card,TXN509752920,23-08-2023 00:00
3582,45440.02,UPI,TXN648072484,23-08-2023 00:00
3582,24183.91,NetBanking,TXN409851145,23-08-2023 00:00
2636,146371.89,NetBanking,TXN817203461,18-12-2024 00:00
2636,1658.04,UPI,TXN311859086,18-12-2024 00:00
1602,156895.16,UPI,TXN889377279,23-04-2025 00:00
2773,109049.01,Card,TXN324560852,23-02-2025 00:00
2773,10396.23,Cash,TXN613171381,23-02-2025 00:00
2773,20823.39,NetBanking,TXN336953395,23-02-2025 00:00
2544,8662.13,Cash,TXN186771875,17-01-2025 00:00
2544,121041.97,UPI,TXN888740420,17-01-2025 00:00
823,23950.17,Card,TXN936679542,07-05-2024 00:00
823,9995.72,Cash,TXN937971654,07-05-2024 00:00
3494,25659.13,UPI,TXN496985019,06-06-2025 00:00
3494,29584.05,Card,TXN705809380,06-06-2025 00:00
3494,10678.35,Cash,TXN309857995,06-06-2025 00:00
4356,3769.23,NetBanking,TXN465271862,28-01-2023 00:00
4356,10202.33,Card,TXN641038046,28-01-2023 00:00
4314,13359.28,Cash,TXN278640919,19-01-2024 00:00
4314,22996.73,Cash,TXN839911179,19-01-2024 00:00
50,19259.21,UPI,TXN302015317,05-08-2024 00:00
50,18868.23,Card,TXN402315417,05-08-2024 00:00
4754,71655.3,UPI,TXN566999855,17-09-2023 00:00
13,911026.42,Card,TXN230702214,01-09-2024 00:00
4689,17657.1,UPI,TXN126834144,26-01-2025 00:00
4689,1203.58,NetBanking,TXN521677392,26-01-2025 00:00
4689,12596.4,Card,TXN361643292,26-01-2025 00:00
1319,293217.22,UPI,TXN701166226,05-07-2024 00:00
1319,118084.17,NetBanking,TXN897103790,05-07-2024 00:00
4197,1878.54,Cash,TXN828843095,12-11-2024 00:00
4197,148.67,UPI,TXN508010841,12-11-2024 00:00
4197,6.02,NetBanking,TXN126277064,12-11-2024 00:00
4579,110483.64,UPI,TXN743750454,08-03-2024 00:00
4579,370318.83,Card,TXN877907108,08-03-2024 00:00
4579,135411.53,NetBanking,TXN631266204,08-03-2024 00:00
2,699755.28,UPI,TXN612028229,10-03-2024 00:00
2,222612.16,UPI,TXN751506789,10-03-2024 00:00
2770,6517.76,UPI,TXN911051175,03-08-2023 00:00
2770,5915.53,UPI,TXN685688866,03-08-2023 00:00
2770,11181.74,Cash,TXN124562031,03-08-2023 00:00
1603,27892.08,Cash,TXN120007354,28-11-2025 00:00
1603,86084.28,UPI,TXN243546097,28-11-2025 00:00
246,6445.15,NetBanking,TXN248509391,07-07-2023 00:00
246,4578.75,Card,TXN290137036,07-07-2023 00:00
3735,16893.37,Cash,TXN747062681,21-12-2024 00:00
3735,122581.04,Cash,TXN119484277,21-12-2024 00:00
1942,71536.94,Cash,TXN626435719,17-06-2024 00:00
1942,13388.61,Cash,TXN716957501,17-06-2024 00:00
4474,12533.84,NetBanking,TXN766104346,18-09-2024 00:00
4474,12449.67,Card,TXN768994483,18-09-2024 00:00
4474,3563.03,Card,TXN864800725,18-09-2024 00:00
2857,190885.41,Cash,TXN603770614,24-11-2023 00:00
2857,190627.57,UPI,TXN188337070,24-11-2023 00:00
2857,53376.18,NetBanking,TXN225248265,24-11-2023 00:00
3497,195959.55,UPI,TXN369634181,11-09-2023 00:00
2799,723695.58,NetBanking,TXN960184339,18-12-2023 00:00
2799,6956.23,UPI,TXN718672177,18-12-2023 00:00
2140,850228.25,NetBanking,TXN140907077,03-04-2023 00:00
1522,85389.04,UPI,TXN534838607,08-04-2025 00:00
1522,188061.25,Cash,TXN310523471,08-04-2025 00:00
1522,29257.85,Card,TXN724456963,08-04-2025 00:00
1967,60875.18,UPI,TXN671351685,03-05-2023 00:00
1967,456967.92,UPI,TXN973386897,03-05-2023 00:00
355,34320.05,Card,TXN174013454,23-04-2023 00:00
355,79473.51,Card,TXN864701436,23-04-2023 00:00
355,64083.5,NetBanking,TXN456284802,23-04-2023 00:00
2575,50127.47,Card,TXN623565113,17-02-2025 00:00
3442,52259.13,UPI,TXN523897457,28-01-2023 00:00
3442,36802.6,Cash,TXN916744513,28-01-2023 00:00
4635,28371.44,Card,TXN242602976,26-10-2024 00:00
4635,76979.52,Card,TXN837505944,26-10-2024 00:00
4635,12946.06,NetBanking,TXN436278675,26-10-2024 00:00
2952,103591.12,Cash,TXN237066917,05-03-2023 00:00
3755,44303.53,UPI,TXN885119040,11-05-2024 00:00
2742,32855.34,UPI,TXN730416097,07-06-2024 00:00
1006,18907.86,NetBanking,TXN150499273,13-11-2025 00:00
4773,41292,NetBanking,TXN706483129,17-09-2024 00:00
4773,36034.07,Card,TXN467524420,17-09-2024 00:00
4773,25833.61,Cash,TXN825386259,17-09-2024 00:00
2683,28152.45,UPI,TXN647632941,29-11-2023 00:00
2683,1904.04,UPI,TXN854543774,29-11-2023 00:00
2683,330.01,NetBanking,TXN999010810,29-11-2023 00:00
3046,726314.42,Card,TXN916063105,15-08-2023 00:00
453,59608.36,Cash,TXN881096284,02-02-2024 00:00
2099,42592.07,UPI,TXN461942658,10-12-2023 00:00
2099,147965.34,UPI,TXN459548437,10-12-2023 00:00
2099,87636.03,Card,TXN877346442,10-12-2023 00:00
3530,10852.74,UPI,TXN200978010,30-03-2024 00:00
182,3176.9,UPI,TXN538848473,19-05-2023 00:00
182,1635.08,UPI,TXN809885535,19-05-2023 00:00
182,372.18,Cash,TXN461909706,19-05-2023 00:00
1950,140002.82,Cash,TXN872850682,23-02-2024 00:00
1950,40165.12,Card,TXN826548590,23-02-2024 00:00
1950,2236.82,Cash,TXN436667998,23-02-2024 00:00
528,1059477.51,UPI,TXN811411981,10-04-2024 00:00
4351,268729.96,Cash,TXN957583505,25-06-2025 00:00
1549,48203.22,UPI,TXN325630180,25-03-2023 00:00
1549,68762.22,Card,TXN722777209,25-03-2023 00:00
1549,4092.41,UPI,TXN335868731,25-03-2023 00:00
3463,9987,NetBanking,TXN691070464,24-07-2025 00:00
3463,1727.2,Card,TXN192266134,24-07-2025 00:00
3463,25710.93,Card,TXN837024867,24-07-2025 00:00
1474,22935.53,UPI,TXN293148996,02-02-2024 00:00
1474,34768.45,Cash,TXN608745887,02-02-2024 00:00
1613,517984.15,Card,TXN799335105,09-12-2023 00:00
667,120033.3,NetBanking,TXN239710659,04-07-2023 00:00
667,82443.14,Card,TXN105608459,04-07-2023 00:00
667,422.92,NetBanking,TXN831062762,04-07-2023 00:00
4102,2737.47,Card,TXN552590181,09-02-2025 00:00
3602,62349.83,UPI,TXN674901322,19-11-2024 00:00
3602,256025.58,UPI,TXN638569983,19-11-2024 00:00
481,61239.83,NetBanking,TXN820862993,28-05-2024 00:00
481,53942.32,Card,TXN138527758,28-05-2024 00:00
481,2334.23,UPI,TXN101122086,28-05-2024 00:00
4645,160999.39,Card,TXN754613953,28-11-2024 00:00
4645,168392.56,Card,TXN495316846,28-11-2024 00:00
4645,925028.18,UPI,TXN846398124,28-11-2024 00:00
2675,130232.47,Card,TXN874879529,09-08-2024 00:00
1804,32067.23,Card,TXN619684724,12-02-2023 00:00
1804,29187.34,Card,TXN175860098,12-02-2023 00:00
1804,24912.51,NetBanking,TXN639891960,12-02-2023 00:00
438,55853.95,NetBanking,TXN489258621,21-09-2025 00:00
438,8976.24,UPI,TXN489344090,21-09-2025 00:00
438,103288.85,NetBanking,TXN762953909,21-09-2025 00:00
382,58315.08,NetBanking,TXN591436621,11-05-2025 00:00
382,498917.22,Card,TXN947521426,11-05-2025 00:00
2579,25043.29,Card,TXN180339022,11-08-2023 00:00
2526,402275.26,Cash,TXN321608135,20-01-2024 00:00
2526,1390415.13,NetBanking,TXN138640381,20-01-2024 00:00
2526,504155.33,Cash,TXN701940731,20-01-2024 00:00
378,187661.18,NetBanking,TXN223822752,19-10-2025 00:00
378,5031.79,UPI,TXN510938218,19-10-2025 00:00
378,4968.41,UPI,TXN805323211,19-10-2025 00:00
2073,400896.9,Cash,TXN334034538,19-03-2025 00:00
2073,10735.04,UPI,TXN568400143,19-03-2025 00:00
2073,147932.93,NetBanking,TXN151891132,19-03-2025 00:00
3717,88509.63,Card,TXN782203455,13-07-2025 00:00
1349,1636.04,Card,TXN821238822,21-12-2025 00:00
1349,2592.98,Card,TXN974086283,21-12-2025 00:00
4199,68904.52,UPI,TXN130249956,04-04-2023 00:00
3378,320989.58,Card,TXN664587409,26-08-2023 00:00
3378,31093.77,UPI,TXN526055753,26-08-2023 00:00
3378,8689.88,Card,TXN894958111,26-08-2023 00:00
799,2524.92,NetBanking,TXN289688271,22-09-2024 00:00
799,89.08,UPI,TXN315809036,22-09-2024 00:00
799,1990.49,NetBanking,TXN125355918,22-09-2024 00:00
4808,175649.89,Card,TXN667516295,24-07-2023 00:00
4808,43443.96,Cash,TXN205164793,24-07-2023 00:00
4808,419648.28,NetBanking,TXN113931146,24-07-2023 00:00
4081,260479.52,Card,TXN234843421,31-10-2023 00:00
4081,146560.59,UPI,TXN348525570,31-10-2023 00:00
1044,41192.47,UPI,TXN690010114,15-07-2023 00:00
1044,11795.8,UPI,TXN201286675,15-07-2023 00:00
1044,50885.7,Cash,TXN929431115,15-07-2023 00:00
4893,534657.19,UPI,TXN413829849,02-06-2024 00:00
4893,75396.38,UPI,TXN238151061,02-06-2024 00:00
4893,130676.07,Card,TXN354424575,02-06-2024 00:00
4967,10740.77,Cash,TXN660134200,11-03-2025 00:00
4967,59.34,Cash,TXN468738809,11-03-2025 00:00
4967,9400.81,NetBanking,TXN792011956,11-03-2025 00:00
3786,667998.64,Card,TXN159529151,12-06-2024 00:00
4147,43069.75,NetBanking,TXN798316105,01-11-2025 00:00
3671,315582.19,NetBanking,TXN951048438,12-01-2025 00:00
3671,361694.28,Card,TXN810616542,12-01-2025 00:00
3671,49845.02,Card,TXN556798521,12-01-2025 00:00
1848,94492.08,NetBanking,TXN460775075,22-11-2023 00:00
589,7373.16,NetBanking,TXN556378438,26-06-2023 00:00
589,28358.75,Card,TXN382458354,26-06-2023 00:00
589,53789.49,UPI,TXN692664485,26-06-2023 00:00
2925,138960.05,UPI,TXN160042585,13-08-2025 00:00
2925,107854.66,UPI,TXN336201328,13-08-2025 00:00
2925,108148.22,NetBanking,TXN608432625,13-08-2025 00:00
4150,6394.09,Cash,TXN220528304,21-04-2025 00:00
1167,200856.81,NetBanking,TXN433735618,29-12-2024 00:00
1167,7374.46,UPI,TXN186051036,29-12-2024 00:00
1167,46151.28,NetBanking,TXN612989230,29-12-2024 00:00
3702,58730.55,UPI,TXN787428611,22-12-2024 00:00
3702,1001.05,Cash,TXN436183315,22-12-2024 00:00
3702,1496.33,Cash,TXN352717428,22-12-2024 00:00
682,355992.22,UPI,TXN408914975,23-06-2024 00:00
329,49527.78,Card,TXN757263836,07-08-2024 00:00
329,4862.49,Card,TXN975131668,07-08-2024 00:00
3728,434375.34,NetBanking,TXN278869548,10-02-2025 00:00
3728,477747.03,Card,TXN567668840,10-02-2025 00:00
44,3247.07,Cash,TXN839117118,11-09-2024 00:00
44,4681.63,NetBanking,TXN255496151,11-09-2024 00:00
1144,401695.99,UPI,TXN991721715,31-08-2024 00:00
4719,101910.8,Card,TXN147088642,13-10-2024 00:00
3991,259271.97,NetBanking,TXN691939445,04-07-2024 00:00
2150,924556.46,Cash,TXN428454730,14-09-2024 00:00
3523,28047.91,UPI,TXN264896145,19-04-2025 00:00
3523,15884.84,Card,TXN141384009,19-04-2025 00:00
3523,44358.54,NetBanking,TXN267891396,19-04-2025 00:00
2598,57948.14,Cash,TXN531526184,17-11-2023 00:00
1585,188668.61,Card,TXN570154291,18-10-2024 00:00
1585,26987.59,NetBanking,TXN444544839,18-10-2024 00:00
1585,13381.46,Card,TXN800457217,18-10-2024 00:00
2391,28637.28,NetBanking,TXN752635701,14-07-2024 00:00
3950,9968.36,NetBanking,TXN818586542,09-11-2023 00:00
3950,1060.47,Cash,TXN798249762,09-11-2023 00:00
3950,6010.76,Cash,TXN602091209,09-11-2023 00:00
1987,21460.61,Cash,TXN527029581,16-10-2025 00:00
1987,47.9,UPI,TXN764904154,16-10-2025 00:00
1987,1771.65,NetBanking,TXN483280362,16-10-2025 00:00
1022,14500.18,Cash,TXN586435788,20-09-2024 00:00
1022,42533.84,NetBanking,TXN662059149,20-09-2024 00:00
1022,3037.06,Card,TXN265487855,20-09-2024 00:00
2951,33499.43,NetBanking,TXN859240863,18-08-2024 00:00
2951,725.1,Card,TXN877501430,18-08-2024 00:00
944,8464.36,Cash,TXN111616885,30-09-2024 00:00
944,58373.71,Card,TXN668398045,30-09-2024 00:00
3035,237164.29,Cash,TXN905646198,26-05-2025 00:00
3035,39465.23,UPI,TXN723967074,26-05-2025 00:00
3035,6932.3,Card,TXN924910812,26-05-2025 00:00
2601,37994.66,Cash,TXN959126079,03-09-2025 00:00
2601,17862.55,UPI,TXN450024100,03-09-2025 00:00
2601,3337.52,Card,TXN696222679,03-09-2025 00:00
4371,19669.93,Card,TXN344126058,15-01-2024 00:00
4371,4315.82,NetBanking,TXN588919983,15-01-2024 00:00
4371,787.83,Cash,TXN556511534,15-01-2024 00:00
2760,552568.81,NetBanking,TXN136889834,11-03-2024 00:00
2760,63071.07,NetBanking,TXN119659616,11-03-2024 00:00
4430,28248.48,UPI,TXN405611368,10-02-2025 00:00
4430,122695.19,Card,TXN711739461,10-02-2025 00:00
4921,531227.58,NetBanking,TXN193944761,09-12-2023 00:00
551,13399.59,Cash,TXN128760129,30-03-2023 00:00
551,606.53,NetBanking,TXN549445287,30-03-2023 00:00
551,14797.85,UPI,TXN745156067,30-03-2023 00:00
4429,17760.95,Card,TXN118381510,20-01-2023 00:00
4429,3588.47,Cash,TXN240859369,20-01-2023 00:00
4429,9566.7,Card,TXN545115612,20-01-2023 00:00
4028,1623.64,Cash,TXN279865245,09-05-2025 00:00
4028,21274.57,UPI,TXN232732268,09-05-2025 00:00
948,21606.62,Card,TXN789420366,21-09-2023 00:00
948,291.43,Card,TXN806807606,21-09-2023 00:00
948,9287.14,UPI,TXN163257928,21-09-2023 00:00
1540,63406.59,UPI,TXN166978737,18-08-2024 00:00
2540,50749.82,Card,TXN116027142,30-09-2023 00:00
2540,4979.44,NetBanking,TXN577364073,30-09-2023 00:00
2540,17751.83,Cash,TXN837766477,30-09-2023 00:00
3107,4777.65,Card,TXN977779652,02-11-2025 00:00
3107,1277.49,UPI,TXN230545030,02-11-2025 00:00
3107,789.8,NetBanking,TXN894561105,02-11-2025 00:00
3882,45072.12,Cash,TXN155633283,06-10-2023 00:00
4533,25972.11,Cash,TXN432572120,04-06-2023 00:00
30,45803.46,NetBanking,TXN648662764,19-09-2023 00:00
30,38417.03,Cash,TXN272736733,19-09-2023 00:00
30,99744.55,UPI,TXN750409883,19-09-2023 00:00
2828,10761.44,Card,TXN840412020,18-05-2025 00:00
2828,1341.76,Card,TXN656250696,18-05-2025 00:00
2828,11258.45,UPI,TXN931652474,18-05-2025 00:00
521,56542.88,UPI,TXN633833102,21-09-2024 00:00
936,19342.66,NetBanking,TXN672903441,30-11-2024 00:00
936,23358.1,Cash,TXN583126579,30-11-2024 00:00
981,9962.49,UPI,TXN964880034,25-09-2025 00:00
2149,324645.26,Card,TXN436646054,08-11-2023 00:00
1334,18763.07,UPI,TXN906521257,18-09-2025 00:00
1334,39013.1,Card,TXN204880821,18-09-2025 00:00
1334,28098.02,Cash,TXN718160978,18-09-2025 00:00
2465,45902.36,UPI,TXN743548701,23-06-2023 00:00
249,30770.03,NetBanking,TXN632940571,13-06-2023 00:00
255,16573.59,Cash,TXN489033254,09-06-2024 00:00
255,2664.59,Cash,TXN757578358,09-06-2024 00:00
255,31406.94,NetBanking,TXN356251579,09-06-2024 00:00
3308,191575.35,Cash,TXN401754701,23-07-2024 00:00
3308,14920.99,UPI,TXN886593447,23-07-2024 00:00
3308,42003.34,NetBanking,TXN150085082,23-07-2024 00:00
1678,46272.42,Card,TXN166076533,28-09-2023 00:00
1678,12212.14,UPI,TXN170524852,28-09-2023 00:00
296,540874,Cash,TXN756704203,27-09-2023 00:00
296,9098.1,NetBanking,TXN669512875,27-09-2023 00:00
296,80745.7,Cash,TXN710367751,27-09-2023 00:00
209,49765.72,Card,TXN494156709,26-11-2025 00:00
209,17841.53,NetBanking,TXN898032177,26-11-2025 00:00
