order_date,status,total_amount,invoice_number,invoice_date,customer_id,branch_id
12-04-2024 00:00,Delivered,31662.62,INV000034,14-04-2024 00:00,945,6
25-09-2025 00:00,Delivered,42651.37,INV000035,25-09-2025 00:00,1189,12
30-07-2024 00:00,Delivered,78358.12,INV000036,01-08-2024 00:00,308,1
23-05-2025 00:00,Delivered,63103.85,INV000037,24-05-2025 00:00,1387,8
24-02-2023 00:00,Delivered,200645.92,INV000038,24-02-2023 00:00,83,1
28-02-2023 00:00,Delivered,908017.76,INV000039,02-03-2023 00:00,1623,10
30-05-2025 00:00,Delivered,131169.71,INV000040,01-06-2025 00:00,1216,3
03-05-2023 00:00,Delivered,279626.22,INV000041,08-05-2023 00:00,150,9
07-04-2025 00:00,Delivered,14940.32,INV000042,11-04-2025 00:00,752,1
23-06-2023 00:00,Delivered,1744086.5,INV000043,23-06-2023 00:00,1548,3
11-09-2024 00:00,Delivered,7928.7,INV000044,11-09-2024 00:00,1831,2
15-04-2024 00:00,Delivered,31873.36,INV000045,17-04-2024 00:00,1240,8
06-12-2023 00:00,Delivered,3559.75,INV000046,06-12-2023 00:00,1233,6
05-09-2023 00:00,Delivered,628285.78,INV000047,09-09-2023 00:00,439,3
17-09-2025 00:00,Delivered,147960.29,INV000048,17-09-2025 00:00,1820,8
23-09-2024 00:00,Delivered,130572.61,INV000049,23-09-2024 00:00,1272,3
04-08-2024 00:00,Delivered,38127.44,INV000050,05-08-2024 00:00,107,11
14-04-2023 00:00,Delivered,341093.99,INV000051,14-04-2023 00:00,639,12
16-10-2024 00:00,Delivered,121918.61,INV000052,16-10-2024 00:00,1466,10
13-09-2025 00:00,Delivered,208806.9,INV000053,16-09-2025 00:00,597,1
24-07-2025 00:00,Delivered,1126561.27,INV000054,29-07-2025 00:00,1432,6
27-11-2023 00:00,Delivered,212196.75,INV000055,29-11-2023 00:00,1253,2
04-04-2024 00:00,Delivered,49953.07,INV000056,06-04-2024 00:00,1975,4
26-07-2025 00:00,Delivered,82873,INV000057,26-07-2025 00:00,792,8
26-11-2023 00:00,Delivered,200942.29,INV000058,28-11-2023 00:00,870,9
20-02-2025 00:00,Delivered,174689.93,INV000059,25-02-2025 00:00,159,5
05-03-2023 00:00,Delivered,41790.82,INV000060,09-03-2023 00:00,1884,10
09-12-2023 00:00,Delivered,23847.07,INV000061,13-12-2023 00:00,1383,9
07-02-2023 00:00,Delivered,90535.39,INV000062,12-02-2023 00:00,1550,7
18-11-2025 00:00,Delivered,28684.56,INV000063,22-11-2025 00:00,220,12
23-08-2023 00:00,Delivered,223143.64,INV000064,23-08-2023 00:00,638,3
20-11-2023 00:00,Delivered,324883.46,INV000065,20-11-2023 00:00,1509,9
27-07-2024 00:00,Delivered,214470.04,INV000066,27-07-2024 00:00,1319,6
17-11-2023 00:00,Delivered,264695.71,INV000067,20-11-2023 00:00,1227,1
06-08-2023 00:00,Delivered,67358.83,INV000068,10-08-2023 00:00,1452,1
01-06-2025 00:00,Delivered,67093.46,INV000069,06-06-2025 00:00,1992,12
31-12-2025 00:00,Delivered,39446.49,INV000070,05-01-2026 00:00,1691,9
21-09-2023 00:00,Delivered,154582.38,INV000071,21-09-2023 00:00,112,11
21-09-2023 00:00,Delivered,859329.12,INV000072,25-09-2023 00:00,157,10
17-07-2024 00:00,Delivered,399958.36,INV000073,19-07-2024 00:00,129,1
17-11-2025 00:00,Delivered,93683.2,INV000074,17-11-2025 00:00,127,10
10-10-2024 00:00,Delivered,54934.95,INV000075,12-10-2024 00:00,1481,12
25-02-2024 00:00,Delivered,29799.57,INV000076,01-03-2024 00:00,1059,1
06-10-2025 00:00,Delivered,1021382.53,INV000077,10-10-2025 00:00,594,11
26-01-2024 00:00,Delivered,46876.97,INV000078,28-01-2024 00:00,738,1
15-01-2025 00:00,Delivered,32695.77,INV000079,18-01-2025 00:00,369,10
17-12-2024 00:00,Delivered,9103.18,INV000080,18-12-2024 00:00,1528,1
30-06-2025 00:00,Delivered,209279.07,INV000081,02-07-2025 00:00,1308,2
20-12-2024 00:00,Delivered,39449.21,INV000082,25-12-2024 00:00,1681,10
31-07-2024 00:00,Delivered,103192.86,INV000083,04-08-2024 00:00,1296,4
16-05-2023 00:00,Delivered,5645.06,INV000084,17-05-2023 00:00,1608,9
10-04-2023 00:00,Delivered,12677.25,INV000085,12-04-2023 00:00,119,11
16-03-2024 00:00,Delivered,229355.05,INV000086,18-03-2024 00:00,1351,4
19-10-2023 00:00,Delivered,316965.61,INV000087,21-10-2023 00:00,1306,4
21-07-2023 00:00,Delivered,20054.33,INV000088,23-07-2023 00:00,397,12
19-08-2025 00:00,Delivered,8805.92,INV000089,20-08-2025 00:00,1835,6
27-09-2025 00:00,Delivered,97382.37,INV000090,29-09-2025 00:00,1582,9
25-10-2023 00:00,Delivered,455682.81,INV000091,29-10-2023 00:00,654,1
13-01-2023 00:00,Delivered,482820.44,INV000092,17-01-2023 00:00,674,7
14-12-2024 00:00,Delivered,482060.13,INV000093,16-12-2024 00:00,359,1
05-08-2024 00:00,Delivered,16364.12,INV000094,09-08-2024 00:00,1321,5
29-05-2024 00:00,Delivered,172560.62,INV000095,03-06-2024 00:00,1561,1
10-11-2025 00:00,Delivered,93895.26,INV000096,12-11-2025 00:00,716,2
09-03-2024 00:00,Delivered,98444.53,INV000097,09-03-2024 00:00,1895,10
04-05-2024 00:00,Delivered,30429.26,INV000098,08-05-2024 00:00,950,7
22-02-2023 00:00,Delivered,762.56,INV000099,24-02-2023 00:00,1823,9
06-02-2023 00:00,Delivered,3553.9,INV000100,10-02-2023 00:00,1481,8
30-08-2023 00:00,Delivered,81269.57,INV000101,01-09-2023 00:00,1613,2
24-12-2023 00:00,Delivered,10839.85,INV000102,27-12-2023 00:00,639,6
13-05-2023 00:00,Delivered,15308.46,INV000103,13-05-2023 00:00,1884,1
09-07-2024 00:00,Delivered,513560.52,INV000104,11-07-2024 00:00,79,2
27-01-2024 00:00,Delivered,164944.58,INV000105,29-01-2024 00:00,1464,9
07-11-2025 00:00,Delivered,82783.32,INV000106,09-11-2025 00:00,437,3
13-04-2023 00:00,Delivered,113117.5,INV000107,14-04-2023 00:00,1692,3
30-07-2023 00:00,Delivered,34859.4,INV000108,02-08-2023 00:00,1482,1
22-04-2023 00:00,Delivered,480785.19,INV000109,22-04-2023 00:00,1021,11
27-06-2023 00:00,Delivered,979392.59,INV000110,28-06-2023 00:00,770,7
18-10-2025 00:00,Delivered,31943.69,INV000111,20-10-2025 00:00,1052,8
28-08-2024 00:00,Delivered,42224.85,INV000112,02-09-2024 00:00,1667,2
03-03-2024 00:00,Delivered,103448.03,INV000113,06-03-2024 00:00,1585,11
16-05-2024 00:00,Delivered,143420.56,INV000114,18-05-2024 00:00,1410,1
05-02-2024 00:00,Delivered,215684.23,INV000115,07-02-2024 00:00,604,5
17-12-2023 00:00,Delivered,10327.5,INV000116,21-12-2023 00:00,623,11
21-09-2025 00:00,Delivered,50487.56,INV000117,25-09-2025 00:00,1895,4
07-09-2023 00:00,Delivered,70106.35,INV000118,11-09-2023 00:00,1173,9
02-01-2024 00:00,Delivered,77040.75,INV000119,05-01-2024 00:00,611,11
04-10-2023 00:00,Delivered,787.21,INV000120,06-10-2023 00:00,392,7
31-10-2024 00:00,Delivered,11128.84,INV000121,02-11-2024 00:00,1299,11
26-12-2023 00:00,Delivered,164160.11,INV000122,28-12-2023 00:00,314,7
12-10-2023 00:00,Delivered,81604.4,INV000123,12-10-2023 00:00,1027,4
20-12-2024 00:00,Delivered,42558.74,INV000124,20-12-2024 00:00,1695,2
11-05-2023 00:00,Delivered,164246.71,INV000125,14-05-2023 00:00,1245,1
26-07-2024 00:00,Delivered,60854.66,INV000126,30-07-2024 00:00,1146,3
23-06-2025 00:00,Delivered,43880.31,INV000127,24-06-2025 00:00,308,6
13-09-2024 00:00,Delivered,109599.14,INV000128,15-09-2024 00:00,1895,3
08-11-2023 00:00,Delivered,16942.51,INV000129,08-11-2023 00:00,535,3
01-11-2024 00:00,Delivered,138614.64,INV000130,05-11-2024 00:00,693,7
14-04-2024 00:00,Delivered,23662.34,INV000131,14-04-2024 00:00,1244,10
28-03-2023 00:00,Delivered,90830.03,INV000132,31-03-2023 00:00,1323,11
02-11-2023 00:00,Delivered,117137.96,INV000133,05-11-2023 00:00,939,7
05-11-2023 00:00,Delivered,105432.15,INV000134,06-11-2023 00:00,1341,8
04-04-2024 00:00,Delivered,170348.63,INV000135,04-04-2024 00:00,1864,9
24-01-2025 00:00,Delivered,262604.25,INV000136,24-01-2025 00:00,1482,5
17-02-2025 00:00,Delivered,195104.07,INV000137,18-02-2025 00:00,1446,6
30-06-2025 00:00,Delivered,4916.15,INV000138,01-07-2025 00:00,644,6
30-12-2023 00:00,Delivered,217467.35,INV000139,03-01-2024 00:00,39,1
11-03-2024 00:00,Delivered,150865.16,INV000140,12-03-2024 00:00,233,1
27-08-2023 00:00,Delivered,6747.12,INV000141,01-09-2023 00:00,1346,3
22-09-2023 00:00,Delivered,74216.85,INV000142,27-09-2023 00:00,610,3
05-09-2024 00:00,Delivered,704489.32,INV000143,10-09-2024 00:00,82,6
11-11-2023 00:00,Delivered,27174.69,INV000144,14-11-2023 00:00,1564,8
26-01-2025 00:00,Delivered,161450.71,INV000145,30-01-2025 00:00,1752,4
24-08-2023 00:00,Delivered,34428.59,INV000146,29-08-2023 00:00,755,6
08-01-2025 00:00,Delivered,9832.72,INV000147,09-01-2025 00:00,1917,4
28-09-2025 00:00,Delivered,4804.89,INV000148,02-10-2025 00:00,1015,9
15-05-2024 00:00,Delivered,173735.89,INV000149,18-05-2024 00:00,1605,6
13-02-2023 00:00,Delivered,59432.42,INV000150,13-02-2023 00:00,822,3
10-02-2024 00:00,Delivered,15623.67,INV000151,12-02-2024 00:00,750,4
24-05-2025 00:00,Delivered,417882.5,INV000152,29-05-2025 00:00,192,7
06-06-2024 00:00,Delivered,155399.83,INV000153,10-06-2024 00:00,1424,12
20-03-2023 00:00,Delivered,675042.06,INV000154,24-03-2023 00:00,1810,7
08-03-2023 00:00,Delivered,178713.83,INV000155,11-03-2023 00:00,314,7
18-05-2024 00:00,Delivered,253400.41,INV000156,23-05-2024 00:00,561,10
15-08-2023 00:00,Delivered,84906.06,INV000157,19-08-2023 00:00,1306,3
19-02-2025 00:00,Delivered,8125.67,INV000158,20-02-2025 00:00,1512,10
17-01-2024 00:00,Delivered,443747.75,INV000159,22-01-2024 00:00,667,10
29-11-2023 00:00,Delivered,188160.15,INV000160,30-11-2023 00:00,1764,11
06-09-2025 00:00,Delivered,12956,INV000161,09-09-2025 00:00,1915,4
29-04-2023 00:00,Delivered,418425.62,INV000162,03-05-2023 00:00,216,4
05-01-2025 00:00,Delivered,357417.53,INV000163,07-01-2025 00:00,1247,8
12-01-2024 00:00,Delivered,992750.92,INV000164,15-01-2024 00:00,671,3
07-09-2023 00:00,Delivered,134137.76,INV000165,08-09-2023 00:00,722,10
11-02-2024 00:00,Delivered,30159.18,INV000166,13-02-2024 00:00,1648,5
10-02-2024 00:00,Delivered,177107.85,INV000167,12-02-2024 00:00,1639,10
14-08-2023 00:00,Delivered,73849.66,INV000168,17-08-2023 00:00,390,3
04-02-2025 00:00,Delivered,568215.85,INV000169,07-02-2025 00:00,1480,9
23-01-2025 00:00,Delivered,279853.69,INV000170,25-01-2025 00:00,244,8
28-11-2023 00:00,Delivered,6027.9,INV000171,02-12-2023 00:00,724,10
14-06-2023 00:00,Delivered,35225.04,INV000172,18-06-2023 00:00,324,4
01-03-2023 00:00,Delivered,279235.6,INV000173,01-03-2023 00:00,339,12
26-08-2023 00:00,Delivered,63578.99,INV000174,29-08-2023 00:00,502,2
23-10-2024 00:00,Delivered,14879.98,INV000175,24-10-2024 00:00,1370,5
06-09-2025 00:00,Delivered,147225.28,INV000176,11-09-2025 00:00,1523,5
21-08-2024 00:00,Delivered,113923.71,INV000177,24-08-2024 00:00,1699,11
27-08-2025 00:00,Delivered,464410.89,INV000178,01-09-2025 00:00,576,12
23-11-2025 00:00,Delivered,111786.88,INV000179,26-11-2025 00:00,1902,8
09-03-2025 00:00,Delivered,267136.34,INV000180,14-03-2025 00:00,27,6
28-09-2023 00:00,Delivered,20093.92,INV000181,28-09-2023 00:00,812,10
15-05-2023 00:00,Delivered,5184.16,INV000182,19-05-2023 00:00,1485,9
05-02-2025 00:00,Delivered,183481.47,INV000183,06-02-2025 00:00,115,4
21-11-2024 00:00,Delivered,150066.3,INV000184,24-11-2024 00:00,925,6
18-11-2023 00:00,Delivered,52251.58,INV000185,18-11-2023 00:00,1337,11
24-06-2025 00:00,Delivered,954365.35,INV000186,26-06-2025 00:00,651,10
12-03-2023 00:00,Delivered,626715.22,INV000187,14-03-2023 00:00,57,7
19-03-2025 00:00,Delivered,20616.11,INV000188,20-03-2025 00:00,726,10
21-06-2024 00:00,Delivered,106740.33,INV000189,25-06-2024 00:00,611,4
28-05-2025 00:00,Delivered,290840.81,INV000190,30-05-2025 00:00,1823,3
11-12-2023 00:00,Delivered,96845.33,INV000191,13-12-2023 00:00,477,7
14-10-2025 00:00,Delivered,40451.51,INV000192,14-10-2025 00:00,703,8
14-03-2024 00:00,Delivered,1129314.26,INV000193,16-03-2024 00:00,726,11
06-12-2023 00:00,Delivered,765533.09,INV000194,09-12-2023 00:00,1576,1
05-08-2024 00:00,Delivered,64252.59,INV000195,05-08-2024 00:00,797,6
10-11-2025 00:00,Delivered,47437.85,INV000196,14-11-2025 00:00,571,6
25-06-2023 00:00,Delivered,30331.91,INV000197,25-06-2023 00:00,1127,3
28-11-2024 00:00,Delivered,293959.05,INV000198,28-11-2024 00:00,975,5
31-01-2025 00:00,Delivered,255838.74,INV000199,04-02-2025 00:00,1374,8
02-04-2025 00:00,Delivered,473065.89,INV000200,07-04-2025 00:00,268,5
27-03-2023 00:00,Cancelled,104676.58,INV000201,01-04-2023 00:00,123,7
04-05-2024 00:00,Delivered,111479.96,INV000202,05-05-2024 00:00,1735,5
01-08-2025 00:00,Delivered,146998.05,INV000203,02-08-2025 00:00,589,6
24-08-2024 00:00,Delivered,117955.28,INV000204,29-08-2024 00:00,1135,2
21-06-2023 00:00,Delivered,36368.5,INV000205,26-06-2023 00:00,1260,12
01-10-2025 00:00,Delivered,49112.5,INV000206,04-10-2025 00:00,537,11
02-06-2024 00:00,Cancelled,15446.28,INV000207,02-06-2024 00:00,1732,2
17-09-2023 00:00,Delivered,48876.88,INV000208,22-09-2023 00:00,180,7
22-11-2025 00:00,Cancelled,67607.25,INV000209,26-11-2025 00:00,1652,12
16-06-2025 00:00,Delivered,452397.03,INV000210,19-06-2025 00:00,1185,6
10-11-2025 00:00,Delivered,664157.4,INV000211,14-11-2025 00:00,627,12
25-05-2023 00:00,Delivered,522503.18,INV000212,25-05-2023 00:00,1284,7
14-12-2025 00:00,Cancelled,403078.86,INV000213,16-12-2025 00:00,621,1
13-01-2025 00:00,Cancelled,180544.11,INV000214,13-01-2025 00:00,1096,8
31-03-2025 00:00,Delivered,16825.05,INV000215,31-03-2025 00:00,1980,2
25-01-2024 00:00,Delivered,22145.87,INV000216,25-01-2024 00:00,1777,4
24-01-2025 00:00,Cancelled,6398.83,INV000217,26-01-2025 00:00,1099,12
03-02-2025 00:00,Delivered,7297.17,INV000218,07-02-2025 00:00,525,6
08-11-2023 00:00,Cancelled,234017.52,INV000219,10-11-2023 00:00,1394,7
19-08-2024 00:00,Delivered,174581.61,INV000220,23-08-2024 00:00,466,5
03-02-2024 00:00,Delivered,302013.35,INV000221,08-02-2024 00:00,1772,3
01-10-2025 00:00,Delivered,7773.03,INV000222,04-10-2025 00:00,955,2
25-09-2023 00:00,Delivered,23615.27,INV000223,25-09-2023 00:00,1626,11
19-09-2024 00:00,Delivered,3135.64,INV000224,20-09-2024 00:00,1956,4
16-02-2024 00:00,Delivered,8467.78,INV000225,20-02-2024 00:00,1138,5
18-07-2024 00:00,Delivered,49224.89,INV000226,22-07-2024 00:00,1904,10
04-12-2023 00:00,Delivered,479558.93,INV000227,06-12-2023 00:00,1811,10
05-02-2023 00:00,Delivered,89796.81,INV000228,08-02-2023 00:00,1656,11
10-06-2025 00:00,Delivered,155482.37,INV000229,13-06-2025 00:00,1137,6
06-01-2024 00:00,Delivered,331437.08,INV000230,08-01-2024 00:00,627,3
13-07-2024 00:00,Cancelled,35627.2,INV000231,14-07-2024 00:00,1183,4
13-03-2024 00:00,Delivered,421045.28,INV000232,18-03-2024 00:00,94,7
23-05-2025 00:00,Delivered,186478.17,INV000233,27-05-2025 00:00,1599,3
28-07-2024 00:00,Delivered,248491,INV000234,30-07-2024 00:00,1737,5
11-05-2025 00:00,Delivered,1490.89,INV000235,14-05-2025 00:00,784,8
17-02-2025 00:00,Delivered,20103.46,INV000236,22-02-2025 00:00,1785,7
11-07-2025 00:00,Delivered,120517.36,INV000237,12-07-2025 00:00,1867,2
23-12-2025 00:00,Cancelled,20549.85,INV000238,23-12-2025 00:00,1157,11
02-02-2025 00:00,Cancelled,608170.14,INV000239,07-02-2025 00:00,680,12
22-04-2024 00:00,Delivered,21062.75,INV000240,22-04-2024 00:00,306,6
04-07-2024 00:00,Cancelled,6560.35,INV000241,07-07-2024 00:00,1282,7
13-09-2023 00:00,Delivered,81461.51,INV000242,15-09-2023 00:00,479,11
12-07-2023 00:00,Cancelled,325120.78,INV000243,15-07-2023 00:00,1973,7
09-12-2024 00:00,Delivered,2443.77,INV000244,12-12-2024 00:00,516,12
01-10-2023 00:00,Delivered,118676.34,INV000245,01-10-2023 00:00,236,9
02-07-2023 00:00,Cancelled,11023.9,INV000246,07-07-2023 00:00,1292,11
13-05-2023 00:00,Delivered,49035.75,INV000247,17-05-2023 00:00,1840,12
06-06-2025 00:00,Delivered,277106.97,INV000248,11-06-2025 00:00,561,7
09-06-2023 00:00,Delivered,30770.03,INV000249,13-06-2023 00:00,348,2
10-03-2024 00:00,Delivered,65895.04,INV000250,15-03-2024 00:00,1593,9
13-03-2025 00:00,Cancelled,46452.14,INV000251,15-03-2025 00:00,1246,6
29-05-2023 00:00,Delivered,5362.16,INV000252,01-06-2023 00:00,1019,3
03-02-2024 00:00,Delivered,14097.04,INV000253,06-02-2024 00:00,1858,1
14-07-2025 00:00,Delivered,599130.01,INV000254,14-07-2025 00:00,1095,4
08-06-2024 00:00,Cancelled,50645.12,INV000255,09-06-2024 00:00,183,11
20-07-2023 00:00,Delivered,47107.08,INV000256,23-07-2023 00:00,1060,7
17-01-2024 00:00,Delivered,246354.21,INV000257,17-01-2024 00:00,1523,10
19-03-2024 00:00,Delivered,321494.08,INV000258,24-03-2024 00:00,1879,6
27-05-2024 00:00,Cancelled,78031.35,INV000259,29-05-2024 00:00,27,1
01-10-2023 00:00,Delivered,632027.06,INV000260,03-10-2023 00:00,1852,2
13-09-2023 00:00,Delivered,44274.79,INV000261,18-09-2023 00:00,9,8
05-05-2025 00:00,Delivered,77850.41,INV000262,10-05-2025 00:00,883,4
28-12-2024 00:00,Delivered,38378.88,INV000263,29-12-2024 00:00,982,1
24-07-2025 00:00,Delivered,277786.18,INV000264,24-07-2025 00:00,794,10
24-08-2025 00:00,Delivered,257182.56,INV000265,24-08-2025 00:00,1977,1
08-01-2023 00:00,Delivered,15651.14,INV000266,13-01-2023 00:00,862,6
01-08-2025 00:00,Delivered,8530.01,INV000267,01-08-2025 00:00,959,12
11-04-2024 00:00,Delivered,369283.29,INV000268,14-04-2024 00:00,603,4
17-04-2023 00:00,Delivered,47229.11,INV000269,20-04-2023 00:00,44,7
17-12-2025 00:00,Delivered,76698.74,INV000270,20-12-2025 00:00,652,1
04-09-2025 00:00,Delivered,24046.72,INV000271,09-09-2025 00:00,237,8
25-01-2024 00:00,Delivered,510780.23,INV000272,29-01-2024 00:00,911,5
08-03-2025 00:00,Delivered,281883.5,INV000273,08-03-2025 00:00,1784,9
11-11-2024 00:00,Delivered,297871.69,INV000274,15-11-2024 00:00,1616,2
02-12-2025 00:00,Cancelled,59341.89,INV000275,04-12-2025 00:00,468,7
24-08-2023 00:00,Delivered,52424.75,INV000276,29-08-2023 00:00,1360,6
07-08-2024 00:00,Delivered,691521.5,INV000277,12-08-2024 00:00,1435,8
06-09-2023 00:00,Delivered,41582.66,INV000278,09-09-2023 00:00,460,3
30-05-2025 00:00,Delivered,83284.1,INV000279,30-05-2025 00:00,938,12
24-08-2024 00:00,Cancelled,130434.21,INV000280,28-08-2024 00:00,146,3
12-04-2023 00:00,Cancelled,104202.15,INV000281,16-04-2023 00:00,846,7
14-03-2023 00:00,Delivered,460378.71,INV000282,19-03-2023 00:00,1227,12
19-12-2023 00:00,Delivered,762571.43,INV000283,24-12-2023 00:00,817,7
18-06-2024 00:00,Delivered,810740.18,INV000284,22-06-2024 00:00,164,10
19-05-2023 00:00,Delivered,439455.38,INV000285,22-05-2023 00:00,460,7
15-09-2025 00:00,Delivered,25560.13,INV000286,15-09-2025 00:00,1360,9
20-03-2023 00:00,Delivered,244760.47,INV000287,21-03-2023 00:00,804,2
17-08-2023 00:00,Cancelled,96033.77,INV000288,18-08-2023 00:00,1947,1
23-08-2024 00:00,Delivered,119818.88,INV000289,26-08-2024 00:00,199,11
28-03-2024 00:00,Delivered,381187.48,INV000290,30-03-2024 00:00,1588,12
25-02-2024 00:00,Cancelled,184772.05,INV000291,26-02-2024 00:00,1297,9
01-06-2023 00:00,Delivered,28202.77,INV000292,06-06-2023 00:00,737,6
03-12-2024 00:00,Delivered,40496.01,INV000293,08-12-2024 00:00,39,7
24-01-2025 00:00,Cancelled,5805.83,INV000294,25-01-2025 00:00,1192,7
17-04-2023 00:00,Delivered,35556.76,INV000295,22-04-2023 00:00,638,1
23-09-2023 00:00,Delivered,630717.8,INV000296,27-09-2023 00:00,860,9
10-02-2025 00:00,Delivered,143706.84,INV000297,11-02-2025 00:00,634,10
22-05-2025 00:00,Delivered,137120.96,INV000298,22-05-2025 00:00,1180,1
17-11-2024 00:00,Delivered,326092.58,INV000299,17-11-2024 00:00,136,5
31-12-2024 00:00,Delivered,252845.04,INV000300,04-01-2025 00:00,398,5
31-01-2023 00:00,Delivered,47726.92,INV000301,05-02-2023 00:00,429,6
27-12-2023 00:00,Delivered,53698.2,INV000302,30-12-2023 00:00,539,2
19-06-2025 00:00,Cancelled,139344.86,INV000303,23-06-2025 00:00,835,2
15-10-2024 00:00,Delivered,21012.76,INV000304,15-10-2024 00:00,1153,6
03-06-2023 00:00,Delivered,26337.44,INV000305,06-06-2023 00:00,929,8
07-09-2025 00:00,Delivered,82230.66,INV000306,08-09-2025 00:00,1508,5
09-12-2024 00:00,Cancelled,64820.34,INV000307,12-12-2024 00:00,1024,2
25-11-2025 00:00,Cancelled,195429.39,INV000308,26-11-2025 00:00,45,2
14-02-2025 00:00,Delivered,5213.01,INV000309,17-02-2025 00:00,1513,2
22-01-2023 00:00,Delivered,777516.56,INV000310,24-01-2023 00:00,1285,8
17-11-2023 00:00,Cancelled,35232.52,INV000311,20-11-2023 00:00,1355,7
01-02-2023 00:00,Delivered,24455.81,INV000312,05-02-2023 00:00,985,4
27-08-2023 00:00,Delivered,368764.91,INV000313,27-08-2023 00:00,1974,11
19-05-2024 00:00,Cancelled,677541.38,INV000314,23-05-2024 00:00,878,1
05-09-2023 00:00,Delivered,41686.29,INV000315,06-09-2023 00:00,89,4
06-08-2023 00:00,Delivered,613700.45,INV000316,11-08-2023 00:00,357,11
29-06-2025 00:00,Cancelled,124350.57,INV000317,29-06-2025 00:00,1269,8
12-10-2023 00:00,Delivered,77865.73,INV000318,17-10-2023 00:00,1382,2
17-07-2023 00:00,Delivered,35666.09,INV000319,18-07-2023 00:00,179,6
07-12-2023 00:00,Delivered,57443.3,INV000320,08-12-2023 00:00,149,5
06-02-2024 00:00,Delivered,169845.77,INV000321,11-02-2024 00:00,656,6
08-02-2025 00:00,Delivered,44634.56,INV000322,08-02-2025 00:00,1602,12
28-04-2024 00:00,Delivered,48751.06,INV000323,03-05-2024 00:00,1023,10
05-10-2024 00:00,Delivered,28485.26,INV000324,06-10-2024 00:00,1500,12
13-05-2025 00:00,Delivered,128402.44,INV000325,13-05-2025 00:00,1090,12
09-08-2024 00:00,Delivered,46005.72,INV000326,10-08-2024 00:00,667,3
23-05-2024 00:00,Delivered,146962.97,INV000327,25-05-2024 00:00,1579,9
12-11-2025 00:00,Delivered,126903.38,INV000328,14-11-2025 00:00,880,4
05-08-2024 00:00,Delivered,54390.27,INV000329,07-08-2024 00:00,474,8
24-07-2025 00:00,Delivered,31785.59,INV000330,29-07-2025 00:00,912,12
24-01-2024 00:00,Delivered,41314.8,INV000331,29-01-2024 00:00,192,10
14-03-2024 00:00,Delivered,661398.86,INV000332,16-03-2024 00:00,69,3
10-05-2024 00:00,Delivered,256284.57,INV000333,15-05-2024 00:00,1115,2
27-02-2023 00:00,Cancelled,230333.09,INV000334,02-03-2023 00:00,1660,4
12-07-2023 00:00,Delivered,120198.7,INV000335,17-07-2023 00:00,405,7
