branch_id,amount,expense_date,description
1,11137.64,05-06-2023 00:00,Water Bill
1,8005.44,05-06-2023 00:00,Internet Charges
1,31073.24,05-06-2023 00:00,Cleaning & Housekeeping
1,60037.8,05-06-2023 00:00,Security Services
1,21266.69,05-06-2023 00:00,Generator Diesel Expense
1,47586.08,05-06-2023 00:00,Maintenance & Repairs
1,52053.68,05-06-2023 00:00,Property Tax (Pro-rated Monthly)
1,4369.12,05-06-2023 00:00,Pest Control AMC
1,16396.34,05-06-2023 00:00,Office Supplies & Stationery
1,17058.24,05-06-2023 00:00,Waste Disposal Charges
1,240000,05-07-2023 00:00,Monthly Rent
1,119914.44,05-07-2023 00:00,Electricity Bill
1,25184.66,05-07-2023 00:00,Water Bill
1,12977.48,05-07-2023 00:00,Internet Charges
1,30420.73,05-07-2023 00:00,Cleaning & Housekeeping
1,126385.64,05-07-2023 00:00,Security Services
1,38252.62,05-07-2023 00:00,Generator Diesel Expense
1,45114.59,05-07-2023 00:00,Maintenance & Repairs
1,52872.54,05-07-2023 00:00,Property Tax (Pro-rated Monthly)
1,7691.29,05-07-2023 00:00,Pest Control AMC
1,24085.35,05-07-2023 00:00,Office Supplies & Stationery
1,17274.79,05-07-2023 00:00,Waste Disposal Charges
1,240000,05-08-2023 00:00,Monthly Rent
1,59011.23,05-08-2023 00:00,Electricity Bill
1,25225.66,05-08-2023 00:00,Water Bill
1,5153.72,05-08-2023 00:00,Internet Charges
1,53056.83,05-08-2023 00:00,Cleaning & Housekeeping
1,62676.23,05-08-2023 00:00,Security Services
1,33189.53,05-08-2023 00:00,Generator Diesel Expense
1,42760.84,05-08-2023 00:00,Maintenance & Repairs
1,41817.56,05-08-2023 00:00,Property Tax (Pro-rated Monthly)
1,5364.27,05-08-2023 00:00,Pest Control AMC
1,27560.75,05-08-2023 00:00,Office Supplies & Stationery
1,7697.62,05-08-2023 00:00,Waste Disposal Charges
1,240000,05-09-2023 00:00,Monthly Rent
1,74311.23,05-09-2023 00:00,Electricity Bill
1,15204.06,05-09-2023 00:00,Water Bill
1,6667.86,05-09-2023 00:00,Internet Charges
1,64674.04,05-09-2023 00:00,Cleaning & Housekeeping
1,81244.04,05-09-2023 00:00,Security Services
1,22110.67,05-09-2023 00:00,Generator Diesel Expense
1,92926.79,05-09-2023 00:00,Maintenance & Repairs
1,25649.92,05-09-2023 00:00,Property Tax (Pro-rated Monthly)
1,4277.19,05-09-2023 00:00,Pest Control AMC
1,28931.96,05-09-2023 00:00,Office Supplies & Stationery
1,10629.74,05-09-2023 00:00,Waste Disposal Charges
1,240000,05-10-2023 00:00,Monthly Rent
1,66571.78,05-10-2023 00:00,Electricity Bill
1,27300.63,05-10-2023 00:00,Water Bill
1,10973.64,05-10-2023 00:00,Internet Charges
1,48101.16,05-10-2023 00:00,Cleaning & Housekeeping
1,116888.52,05-10-2023 00:00,Security Services
1,31553.05,05-10-2023 00:00,Generator Diesel Expense
1,57361.4,05-10-2023 00:00,Maintenance & Repairs
1,19573.54,05-10-2023 00:00,Property Tax (Pro-rated Monthly)
1,10771.49,05-10-2023 00:00,Pest Control AMC
1,18998.16,05-10-2023 00:00,Office Supplies & Stationery
1,15647.91,05-10-2023 00:00,Waste Disposal Charges
1,240000,05-11-2023 00:00,Monthly Rent
1,70860.72,05-11-2023 00:00,Electricity Bill
1,17860.85,05-11-2023 00:00,Water Bill
1,8384.12,05-11-2023 00:00,Internet Charges
1,33178.02,05-11-2023 00:00,Cleaning & Housekeeping
1,60992.53,05-11-2023 00:00,Security Services
1,15655.75,05-11-2023 00:00,Generator Diesel Expense
1,34665.61,05-11-2023 00:00,Maintenance & Repairs
1,46937.11,05-11-2023 00:00,Property Tax (Pro-rated Monthly)
1,9100,05-11-2023 00:00,Pest Control AMC
1,19130.77,05-11-2023 00:00,Office Supplies & Stationery
1,16247.95,05-11-2023 00:00,Waste Disposal Charges
1,240000,05-12-2023 00:00,Monthly Rent
1,48031.39,05-12-2023 00:00,Electricity Bill
1,18431.72,05-12-2023 00:00,Water Bill
1,7270.56,05-12-2023 00:00,Internet Charges
1,59591.23,05-12-2023 00:00,Cleaning & Housekeeping
1,124813.18,05-12-2023 00:00,Security Services
1,35117.87,05-12-2023 00:00,Generator Diesel Expense
1,47876.41,05-12-2023 00:00,Maintenance & Repairs
1,31077.29,05-12-2023 00:00,Property Tax (Pro-rated Monthly)
1,6217.6,05-12-2023 00:00,Pest Control AMC
1,13486.09,05-12-2023 00:00,Office Supplies & Stationery
1,18105.37,05-12-2023 00:00,Waste Disposal Charges
1,252000,05-01-2024 00:00,Monthly Rent
1,62674.38,05-01-2024 00:00,Electricity Bill
1,20176.23,05-01-2024 00:00,Water Bill
1,12108.84,05-01-2024 00:00,Internet Charges
1,44119.72,05-01-2024 00:00,Cleaning & Housekeeping
1,125766.2,05-01-2024 00:00,Security Services
1,36242.16,05-01-2024 00:00,Generator Diesel Expense
1,73794.09,05-01-2024 00:00,Maintenance & Repairs
1,29326.9,05-01-2024 00:00,Property Tax (Pro-rated Monthly)
1,10678.74,05-01-2024 00:00,Pest Control AMC
1,11021.6,05-01-2024 00:00,Office Supplies & Stationery
1,16243.86,05-01-2024 00:00,Waste Disposal Charges
1,252000,05-02-2024 00:00,Monthly Rent
1,60774.39,05-02-2024 00:00,Electricity Bill
1,19027.65,05-02-2024 00:00,Water Bill
1,13602.5,05-02-2024 00:00,Internet Charges
1,37180.5,05-02-2024 00:00,Cleaning & Housekeeping
1,90723.06,05-02-2024 00:00,Security Services
1,30285.29,05-02-2024 00:00,Generator Diesel Expense
1,40098.65,05-02-2024 00:00,Maintenance & Repairs
1,49489.71,05-02-2024 00:00,Property Tax (Pro-rated Monthly)
1,9034.84,05-02-2024 00:00,Pest Control AMC
1,9069.12,05-02-2024 00:00,Office Supplies & Stationery
1,14901.3,05-02-2024 00:00,Waste Disposal Charges
1,252000,05-03-2024 00:00,Monthly Rent
1,88062.95,05-03-2024 00:00,Electricity Bill
1,16996.1,05-03-2024 00:00,Water Bill
1,10421.33,05-03-2024 00:00,Internet Charges
1,30337.84,05-03-2024 00:00,Cleaning & Housekeeping
1,77527.4,05-03-2024 00:00,Security Services
1,25949.52,05-03-2024 00:00,Generator Diesel Expense
1,57820.35,05-03-2024 00:00,Maintenance & Repairs
1,53635.72,05-03-2024 00:00,Property Tax (Pro-rated Monthly)
1,8953.53,05-03-2024 00:00,Pest Control AMC
1,33238.36,05-03-2024 00:00,Office Supplies & Stationery
1,11367.09,05-03-2024 00:00,Waste Disposal Charges
1,252000,05-04-2024 00:00,Monthly Rent
1,84314.06,05-04-2024 00:00,Electricity Bill
1,12090.65,05-04-2024 00:00,Water Bill
1,13312.63,05-04-2024 00:00,Internet Charges
1,36967.33,05-04-2024 00:00,Cleaning & Housekeeping
1,97578.76,05-04-2024 00:00,Security Services
1,34315.47,05-04-2024 00:00,Generator Diesel Expense
1,75142.65,05-04-2024 00:00,Maintenance & Repairs
1,59205.26,05-04-2024 00:00,Property Tax (Pro-rated Monthly)
1,7435.15,05-04-2024 00:00,Pest Control AMC
1,26646.98,05-04-2024 00:00,Office Supplies & Stationery
1,18642.14,05-04-2024 00:00,Waste Disposal Charges
1,252000,05-05-2024 00:00,Monthly Rent
1,87517.48,05-05-2024 00:00,Electricity Bill
1,17406.1,05-05-2024 00:00,Water Bill
1,8450.31,05-05-2024 00:00,Internet Charges
1,54056.62,05-05-2024 00:00,Cleaning & Housekeeping
1,119714.9,05-05-2024 00:00,Security Services
1,34896.14,05-05-2024 00:00,Generator Diesel Expense
1,60383.25,05-05-2024 00:00,Maintenance & Repairs
1,45919.88,05-05-2024 00:00,Property Tax (Pro-rated Monthly)
1,5698.94,05-05-2024 00:00,Pest Control AMC
1,32793.33,05-05-2024 00:00,Office Supplies & Stationery
1,7168.6,05-05-2024 00:00,Waste Disposal Charges
1,252000,05-06-2024 00:00,Monthly Rent
1,96312.05,05-06-2024 00:00,Electricity Bill
1,20947.13,05-06-2024 00:00,Water Bill
1,5006.48,05-06-2024 00:00,Internet Charges
1,32085.61,05-06-2024 00:00,Cleaning & Housekeeping
1,72827.1,05-06-2024 00:00,Security Services
1,39005.62,05-06-2024 00:00,Generator Diesel Expense
1,56149.24,05-06-2024 00:00,Maintenance & Repairs
1,45889,05-06-2024 00:00,Property Tax (Pro-rated Monthly)
1,10833.48,05-06-2024 00:00,Pest Control AMC
1,9673.49,05-06-2024 00:00,Office Supplies & Stationery
1,16025.74,05-06-2024 00:00,Waste Disposal Charges
1,252000,05-07-2024 00:00,Monthly Rent
1,79198.91,05-07-2024 00:00,Electricity Bill
1,21912.6,05-07-2024 00:00,Water Bill
1,6339.54,05-07-2024 00:00,Internet Charges
1,43760.87,05-07-2024 00:00,Cleaning & Housekeeping
1,120600.4,05-07-2024 00:00,Security Services
1,24636.14,05-07-2024 00:00,Generator Diesel Expense
1,40614,05-07-2024 00:00,Maintenance & Repairs
1,36596.05,05-07-2024 00:00,Property Tax (Pro-rated Monthly)
1,5553.95,05-07-2024 00:00,Pest Control AMC
1,34970.43,05-07-2024 00:00,Office Supplies & Stationery
1,10641.99,05-07-2024 00:00,Waste Disposal Charges
1,252000,05-08-2024 00:00,Monthly Rent
1,50324.65,05-08-2024 00:00,Electricity Bill
1,10396.27,05-08-2024 00:00,Water Bill
1,6592.23,05-08-2024 00:00,Internet Charges
1,30153.48,05-08-2024 00:00,Cleaning & Housekeeping
1,91754.19,05-08-2024 00:00,Security Services
1,26481.17,05-08-2024 00:00,Generator Diesel Expense
1,63801.23,05-08-2024 00:00,Maintenance & Repairs
1,42607.35,05-08-2024 00:00,Property Tax (Pro-rated Monthly)
1,11044.56,05-08-2024 00:00,Pest Control AMC
1,21497.88,05-08-2024 00:00,Office Supplies & Stationery
1,12165.52,05-08-2024 00:00,Waste Disposal Charges
1,252000,05-09-2024 00:00,Monthly Rent
1,54391.75,05-09-2024 00:00,Electricity Bill
1,22239.38,05-09-2024 00:00,Water Bill
1,12518.17,05-09-2024 00:00,Internet Charges
1,45329.35,05-09-2024 00:00,Cleaning & Housekeeping
1,69255.85,05-09-2024 00:00,Security Services
1,39703.88,05-09-2024 00:00,Generator Diesel Expense
1,56922.82,05-09-2024 00:00,Maintenance & Repairs
1,15080.68,05-09-2024 00:00,Property Tax (Pro-rated Monthly)
1,5397.51,05-09-2024 00:00,Pest Control AMC
1,30089.62,05-09-2024 00:00,Office Supplies & Stationery
1,12439.26,05-09-2024 00:00,Waste Disposal Charges
1,252000,05-10-2024 00:00,Monthly Rent
1,72905.44,05-10-2024 00:00,Electricity Bill
1,25026.68,05-10-2024 00:00,Water Bill
1,7562.87,05-10-2024 00:00,Internet Charges
1,46636.36,05-10-2024 00:00,Cleaning & Housekeeping
1,71720.43,05-10-2024 00:00,Security Services
1,37282.69,05-10-2024 00:00,Generator Diesel Expense
1,63932.72,05-10-2024 00:00,Maintenance & Repairs
1,38060.48,05-10-2024 00:00,Property Tax (Pro-rated Monthly)
1,6304.16,05-10-2024 00:00,Pest Control AMC
1,11057.46,05-10-2024 00:00,Office Supplies & Stationery
1,13335.25,05-10-2024 00:00,Waste Disposal Charges
1,252000,05-11-2024 00:00,Monthly Rent
1,46957.9,05-11-2024 00:00,Electricity Bill
1,17467.58,05-11-2024 00:00,Water Bill
1,13009.13,05-11-2024 00:00,Internet Charges
1,47441.09,05-11-2024 00:00,Cleaning & Housekeeping
1,89198.48,05-11-2024 00:00,Security Services
1,30659.58,05-11-2024 00:00,Generator Diesel Expense
1,80440.43,05-11-2024 00:00,Maintenance & Repairs
1,57751.49,05-11-2024 00:00,Property Tax (Pro-rated Monthly)
1,4573.83,05-11-2024 00:00,Pest Control AMC
1,24998.46,05-11-2024 00:00,Office Supplies & Stationery
1,15025.41,05-11-2024 00:00,Waste Disposal Charges
1,252000,05-12-2024 00:00,Monthly Rent
1,62715.82,05-12-2024 00:00,Electricity Bill
1,26719.59,05-12-2024 00:00,Water Bill
1,11791.26,05-12-2024 00:00,Internet Charges
1,45118.27,05-12-2024 00:00,Cleaning & Housekeeping
1,89241.22,05-12-2024 00:00,Security Services
1,45023.63,05-12-2024 00:00,Generator Diesel Expense
1,81810.99,05-12-2024 00:00,Maintenance & Repairs
1,49702.12,05-12-2024 00:00,Property Tax (Pro-rated Monthly)
1,11042.6,05-12-2024 00:00,Pest Control AMC
1,24800.83,05-12-2024 00:00,Office Supplies & Stationery
1,8571.15,05-12-2024 00:00,Waste Disposal Charges
1,264000,05-01-2025 00:00,Monthly Rent
1,64706.38,05-01-2025 00:00,Electricity Bill
1,16196.13,05-01-2025 00:00,Water Bill
1,5552.48,05-01-2025 00:00,Internet Charges
1,64182.08,05-01-2025 00:00,Cleaning & Housekeeping
1,107369.48,05-01-2025 00:00,Security Services
1,35134.91,05-01-2025 00:00,Generator Diesel Expense
1,80420.38,05-01-2025 00:00,Maintenance & Repairs
1,51353.3,05-01-2025 00:00,Property Tax (Pro-rated Monthly)
1,11900.39,05-01-2025 00:00,Pest Control AMC
1,19278.69,05-01-2025 00:00,Office Supplies & Stationery
1,17237.79,05-01-2025 00:00,Waste Disposal Charges
1,264000,05-02-2025 00:00,Monthly Rent
1,54410.68,05-02-2025 00:00,Electricity Bill
1,16050.5,05-02-2025 00:00,Water Bill
1,7154.44,05-02-2025 00:00,Internet Charges
1,60646.94,05-02-2025 00:00,Cleaning & Housekeeping
1,90745.88,05-02-2025 00:00,Security Services
1,49487.08,05-02-2025 00:00,Generator Diesel Expense
1,33772.48,05-02-2025 00:00,Maintenance & Repairs
1,27827.06,05-02-2025 00:00,Property Tax (Pro-rated Monthly)
1,7077.56,05-02-2025 00:00,Pest Control AMC
1,12877.73,05-02-2025 00:00,Office Supplies & Stationery
1,17182.07,05-02-2025 00:00,Waste Disposal Charges
1,264000,05-03-2025 00:00,Monthly Rent
1,84895.56,05-03-2025 00:00,Electricity Bill
1,27546.2,05-03-2025 00:00,Water Bill
1,6110.28,05-03-2025 00:00,Internet Charges
1,39812.05,05-03-2025 00:00,Cleaning & Housekeeping
1,101094.3,05-03-2025 00:00,Security Services
1,17005.03,05-03-2025 00:00,Generator Diesel Expense
1,96204.89,05-03-2025 00:00,Maintenance & Repairs
1,41142.75,05-03-2025 00:00,Property Tax (Pro-rated Monthly)
1,7887.16,05-03-2025 00:00,Pest Control AMC
1,15787.14,05-03-2025 00:00,Office Supplies & Stationery
1,19000.85,05-03-2025 00:00,Waste Disposal Charges
1,264000,05-04-2025 00:00,Monthly Rent
1,112407.94,05-04-2025 00:00,Electricity Bill
1,13168.26,05-04-2025 00:00,Water Bill
1,6194.08,05-04-2025 00:00,Internet Charges
1,32944.12,05-04-2025 00:00,Cleaning & Housekeeping
1,86947.44,05-04-2025 00:00,Security Services
1,18480.32,05-04-2025 00:00,Generator Diesel Expense
1,98807.6,05-04-2025 00:00,Maintenance & Repairs
1,53631.73,05-04-2025 00:00,Property Tax (Pro-rated Monthly)
1,4951.39,05-04-2025 00:00,Pest Control AMC
1,23694.66,05-04-2025 00:00,Office Supplies & Stationery
1,15478.84,05-04-2025 00:00,Waste Disposal Charges
1,264000,05-05-2025 00:00,Monthly Rent
1,110020.62,05-05-2025 00:00,Electricity Bill
1,14822.95,05-05-2025 00:00,Water Bill
1,5849.25,05-05-2025 00:00,Internet Charges
1,43561.28,05-05-2025 00:00,Cleaning & Housekeeping
1,72952.46,05-05-2025 00:00,Security Services
1,33575.26,05-05-2025 00:00,Generator Diesel Expense
1,46255.43,05-05-2025 00:00,Maintenance & Repairs
1,19169.37,05-05-2025 00:00,Property Tax (Pro-rated Monthly)
1,5683.58,05-05-2025 00:00,Pest Control AMC
1,20075.42,05-05-2025 00:00,Office Supplies & Stationery
1,18730.8,05-05-2025 00:00,Waste Disposal Charges
1,264000,05-06-2025 00:00,Monthly Rent
1,78104.01,05-06-2025 00:00,Electricity Bill
1,24250.51,05-06-2025 00:00,Water Bill
1,11263.32,05-06-2025 00:00,Internet Charges
1,58108.27,05-06-2025 00:00,Cleaning & Housekeeping
1,110798.7,05-06-2025 00:00,Security Services
1,22234.83,05-06-2025 00:00,Generator Diesel Expense
1,72195.27,05-06-2025 00:00,Maintenance & Repairs
1,32285.98,05-06-2025 00:00,Property Tax (Pro-rated Monthly)
1,5876.16,05-06-2025 00:00,Pest Control AMC
1,19928.97,05-06-2025 00:00,Office Supplies & Stationery
1,19952.59,05-06-2025 00:00,Waste Disposal Charges
1,264000,05-07-2025 00:00,Monthly Rent
1,116759.44,05-07-2025 00:00,Electricity Bill
1,12832.91,05-07-2025 00:00,Water Bill
1,11673.09,05-07-2025 00:00,Internet Charges
1,37325.46,05-07-2025 00:00,Cleaning & Housekeeping
1,125901.28,05-07-2025 00:00,Security Services
1,24748,05-07-2025 00:00,Generator Diesel Expense
1,81408.3,05-07-2025 00:00,Maintenance & Repairs
1,18625.05,05-07-2025 00:00,Property Tax (Pro-rated Monthly)
1,10513.17,05-07-2025 00:00,Pest Control AMC
1,14802.07,05-07-2025 00:00,Office Supplies & Stationery
1,14977,05-07-2025 00:00,Waste Disposal Charges
1,264000,05-08-2025 00:00,Monthly Rent
1,68729.06,05-08-2025 00:00,Electricity Bill
1,10332.53,05-08-2025 00:00,Water Bill
1,12146.09,05-08-2025 00:00,Internet Charges
1,34758.15,05-08-2025 00:00,Cleaning & Housekeeping
1,104939.63,05-08-2025 00:00,Security Services
1,16557.41,05-08-2025 00:00,Generator Diesel Expense
1,65411.07,05-08-2025 00:00,Maintenance & Repairs
1,48350.37,05-08-2025 00:00,Property Tax (Pro-rated Monthly)
1,9690.63,05-08-2025 00:00,Pest Control AMC
1,15293.39,05-08-2025 00:00,Office Supplies & Stationery
1,19711.44,05-08-2025 00:00,Waste Disposal Charges
1,264000,05-09-2025 00:00,Monthly Rent
1,86843.65,05-09-2025 00:00,Electricity Bill
1,21609.88,05-09-2025 00:00,Water Bill
1,13246.89,05-09-2025 00:00,Internet Charges
1,52385.39,05-09-2025 00:00,Cleaning & Housekeeping
1,92285.71,05-09-2025 00:00,Security Services
1,43361.81,05-09-2025 00:00,Generator Diesel Expense
1,57331.16,05-09-2025 00:00,Maintenance & Repairs
1,23543.96,05-09-2025 00:00,Property Tax (Pro-rated Monthly)
1,9445.62,05-09-2025 00:00,Pest Control AMC
1,10558.8,05-09-2025 00:00,Office Supplies & Stationery
1,16810.43,05-09-2025 00:00,Waste Disposal Charges
1,264000,05-10-2025 00:00,Monthly Rent
1,66357.03,05-10-2025 00:00,Electricity Bill
1,25583.31,05-10-2025 00:00,Water Bill
1,12127.39,05-10-2025 00:00,Internet Charges
1,36922.54,05-10-2025 00:00,Cleaning & Housekeeping
1,86512.9,05-10-2025 00:00,Security Services
1,20703.73,05-10-2025 00:00,Generator Diesel Expense
1,33950.87,05-10-2025 00:00,Maintenance & Repairs
1,21634.54,05-10-2025 00:00,Property Tax (Pro-rated Monthly)
1,5047.21,05-10-2025 00:00,Pest Control AMC
1,19202.17,05-10-2025 00:00,Office Supplies & Stationery
1,15785.45,05-10-2025 00:00,Waste Disposal Charges
1,264000,05-11-2025 00:00,Monthly Rent
1,50912.8,05-11-2025 00:00,Electricity Bill
1,15454.13,05-11-2025 00:00,Water Bill
1,8623.83,05-11-2025 00:00,Internet Charges
1,37033.48,05-11-2025 00:00,Cleaning & Housekeeping
1,112717.16,05-11-2025 00:00,Security Services
1,24324.58,05-11-2025 00:00,Generator Diesel Expense
1,96465.5,05-11-2025 00:00,Maintenance & Repairs
1,57577.94,05-11-2025 00:00,Property Tax (Pro-rated Monthly)
1,6012.08,05-11-2025 00:00,Pest Control AMC
1,14390.11,05-11-2025 00:00,Office Supplies & Stationery
1,19067.3,05-11-2025 00:00,Waste Disposal Charges
1,264000,05-12-2025 00:00,Monthly Rent
1,46397.49,05-12-2025 00:00,Electricity Bill
1,10933.17,05-12-2025 00:00,Water Bill
1,13284.83,05-12-2025 00:00,Internet Charges
1,56901.63,05-12-2025 00:00,Cleaning & Housekeeping
1,63779.82,05-12-2025 00:00,Security Services
1,45488,05-12-2025 00:00,Generator Diesel Expense
1,77078.53,05-12-2025 00:00,Maintenance & Repairs
1,41778.04,05-12-2025 00:00,Property Tax (Pro-rated Monthly)
1,4864.98,05-12-2025 00:00,Pest Control AMC
1,13786.57,05-12-2025 00:00,Office Supplies & Stationery
1,18989.12,05-12-2025 00:00,Waste Disposal Charges
2,210000,05-01-2023 00:00,Monthly Rent
2,42523.2,05-01-2023 00:00,Electricity Bill
2,13954.73,05-01-2023 00:00,Water Bill
2,9329.3,05-01-2023 00:00,Internet Charges
2,43664.42,05-01-2023 00:00,Cleaning & Housekeeping
2,107697,05-01-2023 00:00,Security Services
2,36586.47,05-01-2023 00:00,Generator Diesel Expense
2,43722.03,05-01-2023 00:00,Maintenance & Repairs
2,50945.41,05-01-2023 00:00,Property Tax (Pro-rated Monthly)
2,7605.74,05-01-2023 00:00,Pest Control AMC
2,15340.7,05-01-2023 00:00,Office Supplies & Stationery
2,8947.68,05-01-2023 00:00,Waste Disposal Charges
2,210000,05-02-2023 00:00,Monthly Rent
2,54726.46,05-02-2023 00:00,Electricity Bill
2,19102.06,05-02-2023 00:00,Water Bill
2,7517.9,05-02-2023 00:00,Internet Charges
2,59555.35,05-02-2023 00:00,Cleaning & Housekeeping
2,112844.3,05-02-2023 00:00,Security Services
2,34472.78,05-02-2023 00:00,Generator Diesel Expense
2,26632.87,05-02-2023 00:00,Maintenance & Repairs
2,37701.79,05-02-2023 00:00,Property Tax (Pro-rated Monthly)
2,9002.12,05-02-2023 00:00,Pest Control AMC
2,31349.99,05-02-2023 00:00,Office Supplies & Stationery
2,11183.83,05-02-2023 00:00,Waste Disposal Charges
2,210000,05-03-2023 00:00,Monthly Rent
2,52638.13,05-03-2023 00:00,Electricity Bill
2,13029.72,05-03-2023 00:00,Water Bill
2,11874.53,05-03-2023 00:00,Internet Charges
2,30708.93,05-03-2023 00:00,Cleaning & Housekeeping
2,76447.18,05-03-2023 00:00,Security Services
2,42834.76,05-03-2023 00:00,Generator Diesel Expense
2,33679.99,05-03-2023 00:00,Maintenance & Repairs
2,43467.75,05-03-2023 00:00,Property Tax (Pro-rated Monthly)
2,5066.57,05-03-2023 00:00,Pest Control AMC
2,16472.42,05-03-2023 00:00,Office Supplies & Stationery
2,18589.36,05-03-2023 00:00,Waste Disposal Charges
2,210000,05-04-2023 00:00,Monthly Rent
2,111502.62,05-04-2023 00:00,Electricity Bill
2,24448.52,05-04-2023 00:00,Water Bill
2,9759.32,05-04-2023 00:00,Internet Charges
2,56841.38,05-04-2023 00:00,Cleaning & Housekeeping
2,105518.89,05-04-2023 00:00,Security Services
2,38010.19,05-04-2023 00:00,Generator Diesel Expense
2,77985.38,05-04-2023 00:00,Maintenance & Repairs
2,24381.66,05-04-2023 00:00,Property Tax (Pro-rated Monthly)
2,6621.93,05-04-2023 00:00,Pest Control AMC
2,29051.92,05-04-2023 00:00,Office Supplies & Stationery
2,18573.98,05-04-2023 00:00,Waste Disposal Charges
2,210000,05-05-2023 00:00,Monthly Rent
2,92351.55,05-05-2023 00:00,Electricity Bill
2,27236.89,05-05-2023 00:00,Water Bill
2,14108.56,05-05-2023 00:00,Internet Charges
2,42303.69,05-05-2023 00:00,Cleaning & Housekeeping
2,86722.78,05-05-2023 00:00,Security Services
2,48817.47,05-05-2023 00:00,Generator Diesel Expense
2,83381.22,05-05-2023 00:00,Maintenance & Repairs
2,57666.16,05-05-2023 00:00,Property Tax (Pro-rated Monthly)
2,6543.79,05-05-2023 00:00,Pest Control AMC
2,11594.13,05-05-2023 00:00,Office Supplies & Stationery
2,12234.11,05-05-2023 00:00,Waste Disposal Charges
2,210000,05-06-2023 00:00,Monthly Rent
2,72350.11,05-06-2023 00:00,Electricity Bill
2,26355.8,05-06-2023 00:00,Water Bill
2,6302.04,05-06-2023 00:00,Internet Charges
2,46293.51,05-06-2023 00:00,Cleaning & Housekeeping
2,78813.49,05-06-2023 00:00,Security Services
2,31697.73,05-06-2023 00:00,Generator Diesel Expense
2,49714.5,05-06-2023 00:00,Maintenance & Repairs
2,25923.31,05-06-2023 00:00,Property Tax (Pro-rated Monthly)
2,7509.02,05-06-2023 00:00,Pest Control AMC
2,17863.79,05-06-2023 00:00,Office Supplies & Stationery
2,7688.76,05-06-2023 00:00,Waste Disposal Charges
