order_id,product_id,quantity,price,discount
32,1375,9,235,0.56
32,21,7,30,14.62
32,2351,9,299,9.28
32,5301,9,190,18.78
33,1590,2,220,14.78
33,4346,7,4950,0.33
33,5755,4,4000,19.9
34,860,3,1199,7.48
34,475,1,65,6.02
34,1533,7,260,13.66
34,4519,9,2999,1.07
35,266,9,105,8.55
35,689,10,4500,11.19
35,1603,3,260,14.34
35,6108,4,300,3.79
36,3068,7,1299,9.59
36,1732,3,13500,11.9
36,5029,2,12000,10.69
36,3373,7,2200,15.44
37,5907,8,7700,3.34
37,1420,1,650,3.63
37,309,6,130,11.58
37,6136,8,300,6.45
38,266,9,105,9.45
38,665,4,3600,3.36
38,4058,6,850,11.36
38,3884,9,20000,2.91
38,5340,3,2200,0.13
39,5631,6,4550,17.97
39,987,10,60,5.92
39,1824,5,420,2.71
39,1729,4,230000,4.02
40,243,8,160,2.96
40,3418,8,4200,17.54
40,3261,10,12000,17.42
40,5468,6,580,10.2
41,5418,9,800,1.39
41,2416,10,18000,5.33
41,415,8,190,17.02
41,2368,2,55000,8.31
42,5456,6,115,18.01
42,5554,8,75,18.57
42,3977,8,499,10.38
42,2412,5,2499,17.5
43,2294,1,250,9.74
43,3162,10,1760,8.99
43,4384,1,1440,4.23
43,532,4,480000,10.08
44,495,8,80,2.14
44,216,4,300,0.2
44,1466,10,650,6.08
45,2161,8,4400,12.56
45,4746,3,45.5,7.37
45,1772,7,148,6.56
46,471,4,600,12.07
46,4736,2,176,8.24
46,1793,1,700,17.53
46,1684,1,560,1.94
47,5201,2,299,14.76
47,5764,5,360,9.22
47,2370,8,82500,19.61
47,2527,4,27500,13.12
48,5654,3,80,1.32
48,2053,6,78,17.06
48,4396,9,9000,1.76
48,2215,4,100,4.88
48,2758,1,82500,18.67
48,1771,4,75,5.61
49,3669,10,8000,6.4
49,5687,2,750,6.29
49,4406,1,3780,12.42
49,2629,3,17600,4.08
49,5239,6,65,15.21
50,82,9,160,3.32
50,6230,9,4050,8.07
50,1096,2,22.5,15.86
50,4961,6,600,14.71
50,1247,2,62,4.47
51,2591,3,81250,0.49
51,5752,8,2000,18.06
51,3469,8,5600,6.95
51,4967,2,80,17.65
51,2211,4,1200,11.43
51,2161,9,4400,0.61
52,336,2,120,9.01
52,5068,5,27000,10.01
52,2015,1,72,16.26
52,2041,2,82,6.44
53,1426,7,280,14.79
53,741,2,840,8.26
53,1701,7,30000,17.06
53,3216,7,50,13.9
53,6048,8,4050,3.95
54,3073,2,350,8.61
54,1801,4,1000,9.44
54,4724,8,280,13.44
54,1904,4,1200,1.1
54,1725,9,135000,8.18
55,5480,6,260,5.53
55,5267,3,50,15.4
55,4449,9,6300,15.93
55,5643,5,2850,10.36
55,3992,10,18000,19.23
55,873,5,999,4.53
56,1570,3,180,15.92
56,5293,8,1599,14.9
56,4138,7,4050,19.46
56,3174,7,2800,19.49
57,3009,1,750,7.31
57,876,9,1299,6.88
57,4301,9,560,11.1
57,5066,2,18750,8.84
57,772,6,4950,14.33
57,4570,7,899,6
57,5812,9,160,12.07
58,545,4,46000,15.49
58,4183,1,3200,8.82
58,3767,7,4200,4.12
58,112,3,80,3.43
58,3702,9,1560,16.5
58,211,2,120,9
58,5836,8,280,3.4
59,4979,3,1200,0.15
59,3516,10,3520,3.74
59,394,2,190,5.05
59,2423,2,82500,17.06
60,546,5,399,18.63
60,3127,4,55,18.37
60,6018,6,410,3.36
60,1089,4,18,0.97
60,5289,6,3300,19.57
60,3944,2,11200,5.18
60,1280,10,40,6.39
61,5930,1,5600,0.29
61,6261,3,1999,1.73
61,880,8,899,9.21
61,4413,1,4500,18.91
61,6170,3,60,9.36
61,1379,10,240,15.49
62,5850,10,7800,6.78
62,4327,2,4200,16.69
62,3891,1,9600,13.35
62,5598,4,160,0.75
62,5659,7,300,10.85
63,3370,9,1950,19.62
63,564,2,599,14.85
63,1111,6,78,11.79
63,3770,3,4500,2.63
64,1597,6,480,7.78
64,103,10,196,16.51
64,1656,9,218,13.64
64,2714,8,30400,10.96
64,5439,6,120,15.05
65,113,4,200,8.01
65,503,3,80,12.09
65,1518,10,132,13.17
65,2613,5,72000,11.66
65,1103,3,20,17.88
65,514,8,600,6.92
65,5551,4,65,4.12
66,2665,5,38000,16.59
66,3312,4,175,15.03
66,3300,8,110,5.29
66,4586,9,6999,13.38
67,1004,10,160,9.83
67,2411,4,68400,8.17
67,328,2,130,3.08
67,5574,1,50,19.66
67,3711,3,3080,13.86
67,5750,9,390,10.72
67,1217,3,244,15.18
68,1811,5,1300,9.02
68,3544,9,3600,12.29
68,2992,9,2899,8.69
68,6185,9,240,0.99
68,3765,2,2800,0.79
68,4776,10,176,14.26
69,5849,7,6500,16.15
69,5874,2,6500,6.53
69,4864,2,1200,10.28
69,3340,7,2200,19.68
69,6160,3,75,2.27
69,489,5,60,7.32
69,2279,4,450,1.66
70,3413,10,2700,18.99
70,1561,8,340,4.94
70,4415,8,2200,14.84
71,3377,2,3500,6.06
71,3483,7,1200,7.3
71,6045,10,3360,19.48
71,3108,6,5120,7.32
71,1053,7,90,15.61
71,6154,6,420,10.52
71,4033,8,12000,14.68
72,1309,9,120,4.72
72,643,10,2700,14.05
72,3362,7,3900,7.57
72,4641,2,900,13.41
72,2692,10,97500,17.16
72,4886,4,170,10.06
73,5783,2,185,2.74
73,2717,5,57000,19.25
73,2665,5,38000,10.81
74,3177,4,5600,13.18
74,4099,2,650,14.16
74,1709,3,28500,14.48
75,3520,10,2200,4.65
75,1619,9,480,5.73
75,2926,8,1200,14.87
75,5006,8,1920,6.31
75,454,4,240,8.05
75,6062,1,7700,16.37
76,4307,5,5500,8.85
76,1674,10,90,19.48
76,3570,1,2600,9.26
76,2889,1,699,8.15
76,4963,7,120,11.76
76,5281,5,55,3.22
77,2745,7,155000,8.64
77,2296,6,270,14.06
77,3837,6,5250,8.78
78,1288,6,120,17.52
78,280,6,180,3.86
78,3909,3,16000,5.74
79,6241,9,1920,17.9
79,4513,7,2499,9.42
79,2261,5,135,14.53
79,937,7,250,6.18
79,377,3,160,7.3
80,4559,8,599,11.87
80,232,10,330,1.61
80,4568,2,899,9.17
81,5721,4,600,16.73
81,1230,9,244,14.35
81,3998,6,30000,10.95
81,3779,2,4950,8.53
81,412,2,115,6.64
81,3543,8,4500,1.16
81,1513,2,130,1.13
82,4336,10,2640,7.62
82,703,5,3325,11.34
82,5822,1,400,19.71
83,3389,1,2000,8.63
83,5078,2,40000,2.44
83,3643,4,2200,4.91
83,143,5,330,8.24
83,4398,4,3150,13.01
83,432,4,60,1.01
83,5489,4,580,3.57
84,927,9,240,13
84,5768,4,280,3.88
84,570,9,349,14.38
85,577,8,699,0.02
85,6002,4,80,9.89
85,1935,4,960,8.84
85,740,3,800,4.56
85,910,10,120,16.09
86,4014,7,16800,11.53
86,2798,2,57000,0.37
86,1491,2,140,1.31
86,4716,8,1440,1.95
86,3309,1,195,15.67
87,1097,6,45,3.18
87,6033,9,4950,3.31
87,2956,6,48000,4.99
88,2222,2,65,18.19
88,4821,2,6799,14.96
88,976,8,100,16.16
88,4080,1,330,1.1
88,858,7,1299,18.76
89,4862,3,240,1.43
89,5540,5,1500,7.58
89,1018,10,120,2.94
90,239,5,300,2.76
90,3197,6,12000,8.55
90,755,5,3300,6.35
90,4799,6,2880,15.35
91,2226,9,60,8.39
91,5391,6,2860,5.7
91,5023,5,37500,6.27
91,5299,7,120,5.09
91,2666,3,47500,19.55
91,2609,5,32000,7.61
92,3008,10,850,19.05
92,5309,5,130,5.89
92,5855,1,6600,5.48
92,2384,7,81250,18.12
92,3339,2,1760,3.49
93,6168,10,115,5.81
93,5301,8,190,14.53
93,5041,5,95000,6.1
93,613,9,4000,6.52
94,937,10,250,1.81
94,5716,7,640,17.27
94,6057,4,2640,3.38
95,2078,7,2600,8.88
95,5139,1,12000,10.42
95,5709,7,160,10.43
95,2455,5,32000,9.86
96,930,10,120,13.81
96,305,8,55,2.7
96,561,2,210,3.54
96,4794,7,325,6.65
96,3367,8,7200,6.2
96,3818,7,5040,2.79
96,6180,10,185,14.62
97,399,4,640,7.98
97,3339,9,1760,5.03
97,2542,5,15000,13.37
97,3702,5,1560,11.26
97,1101,1,80,16.34
97,2292,6,700,7.09
97,6068,4,1500,13.63
98,505,8,320,0.91
98,1479,3,140,7.58
98,5648,8,4180,17.75
99,5796,3,175,19.15
99,5260,7,35,11.89
99,170,1,135,9.46
100,4939,7,120,6.67
100,58,3,280,16.74
100,2358,3,699,11.74
100,464,3,80,8.44
101,1150,4,165,1.22
101,2605,5,15000,4.25
101,1935,10,960,8.28
102,1542,5,220,5.32
102,439,9,640,15.57
102,5208,10,349,9.07
102,5461,1,260,17.3
102,4854,10,160,3.33
103,3855,2,5500,4.26
103,399,3,640,5.22
103,4704,2,28,15.28
103,1943,9,360,10.19
104,2536,3,65000,6.72
104,3954,4,16800,4.39
104,3916,7,7200,2.45
104,3923,4,17000,17.92
104,2438,2,97500,16.7
105,6244,5,2340,12.43
105,4436,3,9000,17.67
105,629,10,1575,7.07
105,1032,9,120,14.16
105,2845,4,30400,3.86
106,3163,8,2200,9.7
106,1902,6,880,0.67
106,5506,4,4550,19.68
106,5747,7,400,9.1
106,646,6,3150,18.13
106,2925,2,14400,14.61
106,890,6,799,7.87
107,2542,8,15000,8.79
107,2931,1,1800,1.64
107,1024,5,55,6.18
107,329,9,135,1.11
107,996,3,160,9.27
108,5347,6,1920,2.71
108,3503,5,2700,8.63
108,5653,10,1200,14.09
108,5783,6,185,9.24
109,4353,7,3750,3.04
109,6241,2,1920,1.76
109,2823,3,97500,12.79
109,3926,8,28000,12.31
109,4700,3,16,4.34
110,5693,3,2950,10.03
110,1721,10,110000,11.73
110,4613,1,180,2.68
110,26,1,300,4.98
111,5254,7,65,10.4
111,4105,7,220,18.28
111,3447,8,4550,16.82
112,634,5,4275,14.25
112,2114,8,480,15.75
112,4367,5,4200,10.41
112,5182,3,599,15.87
112,5813,2,170,1.51
113,272,9,195,17.89
113,2714,3,30400,17.23
113,6273,6,399,6.73
113,4662,2,26,14.01
113,3741,5,3850,0.02
113,6249,10,560,15.14
113,1030,10,30,18.38
114,5290,8,2999,15.6
114,5539,4,880,17.92
114,3882,5,25200,4.73
114,380,5,60,19.37
115,289,7,110,0.11
115,529,7,31000,8.08
115,1888,6,2600,0.97
116,940,6,325,17.38
116,882,9,899,17.42
116,1533,9,260,13.04
117,5903,5,3500,6.61
117,3058,10,1200,7.66
117,2566,8,2999,3.87
118,3277,5,105,10.1
118,3509,6,3600,6.8
118,230,9,244,17.15
118,5126,1,36000,10.99
118,3654,1,2400,13.06
118,2910,7,1999,3.14
119,1870,3,180,2.95
119,4317,8,11250,15.06
119,495,1,80,11.65
120,1145,4,55,1.95
120,5612,2,115,17.22
120,1300,5,45,3.92
120,1507,3,62,11.33
121,5187,5,499,17.46
121,218,4,196,13.69
121,5951,1,9750,13.92
122,1689,2,85000,5.54
122,1576,6,440,17.99
122,3130,7,240,15.89
123,5921,4,4180,2.86
123,774,7,3800,5.71
123,5213,10,899,7.67
123,5036,3,10800,1.7
123,10,4,40,17.64
124,1086,9,82,7.74
124,356,8,60,11.8
124,5954,8,5500,7.08
124,988,5,120,5.05
125,3401,9,18000,13.67
125,2866,6,2799,11.85
125,942,3,325,2.89
125,5297,6,1100,7.39
125,3008,3,850,17.22
125,3267,9,50,7.06
126,79,10,112,5.78
126,1367,1,75,18.67
126,3259,10,7200,17.03
127,3586,3,1320,12.86
127,4791,9,2400,9.93
127,4590,1,499,18.72
127,1932,7,285,11.09
127,5186,1,149,17
127,1087,7,145,4.41
127,4345,10,1800,1.66
128,619,9,3150,13.56
128,4075,7,480,12.24
128,715,8,4275,4.42
128,1833,1,1000,14.61
128,5045,2,28000,13.21
129,3603,1,6750,1.62
129,6056,4,2280,4.79
129,6210,5,220,2.44
129,4891,7,80,2.58
130,4336,10,2640,6.89
130,4976,7,4500,11.96
130,3992,5,18000,4.3
130,1,6,30,5
131,4327,5,4200,1.66
131,1643,1,220,1.09
131,130,1,280,15.7
131,5211,3,899,5.18
132,4622,8,26,19.4
132,4367,7,4200,3.35
132,2001,1,48000,13.79
132,2215,2,100,11.19
132,742,5,4275,3.21
133,3850,9,6500,2.98
133,1101,4,80,19.26
133,4773,1,180,19.59
133,4817,7,2899,13.04
133,1111,6,78,1.3
133,2598,2,21600,3.08
134,6204,4,220,17.6
134,1477,3,325,0.93
134,4983,10,1760,9.81
134,5671,1,300,6.78
134,2551,6,15000,2.68
135,958,10,240,17.33
135,5694,7,2399,15.5
135,1016,8,38,0.08
135,5661,10,1200,8.15
135,3134,10,2800,10.65
135,3770,6,4500,5.87
135,5101,6,18000,14.43
136,5062,6,31250,0.11
136,3450,10,3000,17.04
136,4394,9,6750,17
137,1268,6,90,2.38
137,2660,5,40000,3.32
137,5815,7,199,12.64
138,1628,9,255,16.16
138,319,3,110,13.78
138,4301,6,560,19.42
139,2796,2,38000,5.53
139,2904,7,14999,15.02
139,2463,1,57000,0.97
140,1135,9,30,15.53
140,3167,7,4500,8.61
140,1322,10,120,6.5
140,94,1,330,15.08
140,2696,9,15000,10.78
141,1059,10,125,11.98
141,3038,2,299,14.35
141,2084,1,1120,14.28
141,1916,5,520,7.36
141,1529,2,900,1.89
142,3413,10,2700,8
142,3251,10,5120,6.89
142,1682,5,140,14.18
142,1918,3,285,8.26
142,1007,1,60,3.34
142,1170,2,140,6.64
143,1627,8,245,11.24
143,2537,8,81250,18.99
143,1687,9,20000,2.45
143,1219,2,325,8.52
144,4365,5,2700,0.52
144,5813,4,170,13.04
144,164,10,130,6.38
144,3865,2,2800,6.01
144,407,10,155,4.4
144,739,7,760,2.42
145,5624,5,180,9.7
145,2774,1,117000,5.36
145,3735,8,2600,10.05
145,324,10,55,17.05
145,5547,7,3520,3.44
145,3155,1,7500,7.32
146,5189,4,699,1.25
146,1289,9,45,19.99
146,4596,8,399,5.77
146,3206,8,3600,6.64
146,1953,3,360,19.72
146,910,5,120,3.17
147,1758,9,150,12.34
147,1115,9,72,5.68
147,3080,6,460,13.35
147,5974,4,1560,9.51
148,6150,6,75,2.84
148,2224,1,80,18.03
148,288,3,175,4.21
148,2891,8,499,4.83
149,1540,9,280,11.56
149,6242,5,1620,12.29
149,5227,7,30,8.78
149,966,6,65,6.12
149,5050,6,27500,0.7
150,2880,1,5999,13.84
150,714,1,840,9.29
150,4940,9,240,13.01
150,1237,6,50,10.15
150,4489,9,6300,9.43
151,3426,4,3520,11.34
151,6158,9,115,1.42
151,5792,10,210,14.46
151,2058,6,56,3.66
152,1118,3,135,3.29
152,5075,8,9000,18.13
152,2956,7,48000,2.85
152,4059,5,450,17.77
152,3387,7,4800,12.88
152,408,9,120,7.6
153,5535,5,400,7.12
153,3019,6,4160,14.23
153,3500,8,1800,19.59
153,2646,10,15000,19.63
154,2759,3,99000,1.46
154,642,5,4400,17.48
154,825,8,1999,12.87
154,2702,4,75000,0.36
154,3464,6,2860,15.1
154,518,4,160,0.83
154,6230,10,4050,10.7
155,4823,2,10999,15.3
155,1427,10,325,11.64
155,4965,7,600,19.19
155,3345,7,2000,11.99
155,5126,4,36000,1.74
156,1248,10,72,19.61
156,4664,7,28,3.52
156,2454,7,27000,16.23
156,2664,3,30400,7.26
156,3710,4,2800,13.14
157,3914,7,4800,9.63
157,3511,10,4950,5.12
157,3188,4,1950,2.87
158,626,5,1350,6.2
158,1654,7,240,9.94
158,49,1,330,14.8
159,5082,4,118750,15.72
159,3643,2,2200,16.23
159,4359,9,3500,15.6
159,4663,7,32,9.96
159,1024,10,55,5.12
159,5470,9,320,11.76
159,625,3,3850,14.45
160,2524,2,99000,17.19
160,4320,6,4200,6.26
160,25,3,210,8.91
161,857,3,1499,5.4
161,4868,8,800,8.06
161,2227,9,350,10.55
162,4084,8,460,8.42
162,4778,9,286,5.49
162,3238,3,1950,9.89
162,2312,10,39600,4.12
162,5776,10,165,3.74
162,1393,9,650,13.69
162,5327,4,5600,6.12
163,2233,9,335,18.7
163,2601,7,62500,19.07
163,4077,4,245,8.41
164,4158,9,4050,10.38
164,3630,8,3000,8.98
164,2846,5,38000,14.86
164,2484,10,81000,4.18
164,424,6,60,7.88
165,3855,7,5500,14.42
165,2132,4,560,3.19
165,3619,7,2080,13.94
165,566,9,130,11.72
165,3104,7,12000,13.51
165,4485,5,2700,5.14
166,4515,10,2999,8.1
166,1378,9,235,0.49
166,5655,3,160,9.16
166,499,1,60,3.84
167,6136,1,300,12.39
167,2308,9,17600,18.32
167,4469,5,8250,3.2
167,3675,1,6500,4.18
167,5739,2,800,18.4
168,2109,6,1120,8.23
168,3408,10,1800,12.26
168,4470,7,2250,16.51
168,3528,8,3000,16.44
168,3424,9,2560,18.9
169,457,2,160,1.39
169,5398,3,1280,6.5
169,2759,7,99000,18.57
170,6092,4,240,13.45
170,1743,5,345,16.46
170,2877,6,2999,4.6
170,1970,2,57000,14.65
170,3899,6,9600,5.48
170,2725,9,12999,7.11
171,230,8,244,8.13
171,1419,4,325,10.88
171,5793,5,110,18.95
171,2233,5,335,15.7
171,3316,1,1320,7.71
172,3519,1,1760,8.75
172,5922,3,4840,15.97
172,2944,6,2860,17.92
172,4058,10,850,13.73
173,2303,6,44000,1.83
173,4097,10,2100,4.68
173,3266,1,55,9.82
174,4817,10,2899,4.38
174,1366,10,72,3.16
174,5719,2,1280,19.36
174,847,4,799,13.2
174,5491,5,330,0.15
174,1915,4,290,5.07
174,5547,8,3520,2.08
175,3740,3,3500,3.11
175,5840,3,960,4
175,1491,10,140,19.6
175,5492,2,460,11.29
176,5051,4,33000,7.18
176,4848,2,1299,18.16
176,3839,10,2520,10.41
177,1486,7,250,9.29
177,3080,1,460,10
177,4568,2,899,14
177,3261,10,12000,8.02
178,1628,3,255,6.83
178,2849,7,68400,6.14
178,5438,3,85,0.42
178,3790,3,2800,12.85
178,5304,6,170,19.74
178,4643,5,1440,18.01
179,2413,7,1499,19.8
179,5573,8,175,13.61
179,5385,1,1500,18.03
179,2679,6,17600,4.42
180,1940,5,480,1.07
180,3257,9,4500,8.2
180,2344,6,38000,12.8
180,4682,6,1170,13.28
180,3144,2,11700,3.08
181,1025,5,58,5.99
181,5649,4,4840,2.52
181,913,2,60,1.86
181,610,2,240,7.77
181,6096,1,160,18.92
181,1023,4,65,0.4
182,8,3,40,5.01
182,2181,8,170,5.42
182,1611,7,195,3.94
182,26,9,300,8.42
183,5017,5,18000,13.05
183,197,9,200,10.7
183,2570,5,18000,16.03
183,3701,3,1320,16.64
183,2060,3,135,3.79
183,3003,4,899,3.48
183,3167,5,4500,7.18
184,5136,5,18750,4.97
184,5298,4,240,0.68
184,3509,5,3600,2.65
184,1724,1,48000,11.46
185,3510,9,4500,13.05
185,1464,10,280,8.35
185,4855,6,400,1
185,5483,7,130,11.06
185,2735,4,3400,17.02
186,6088,1,140,6.2
186,3767,3,4200,6.02
186,4096,1,2600,15.99
186,1131,3,30,10.66
186,1103,5,20,6.22
186,2692,10,97500,6.43
186,5684,10,3300,15.98
187,3334,6,2560,15.03
187,4225,7,2880,10.5
187,2745,4,155000,8.33
187,5905,3,5600,5.65
187,3324,4,2240,3.18
187,957,10,42,11.61
187,1881,6,450,12.24
188,1550,10,300,8.08
188,952,5,32,3.21
188,4442,9,1620,19.2
188,2223,9,85,10.78
188,3227,1,5600,6.42
189,4569,1,699,5.63
189,4317,9,11250,7.79
189,5248,8,150,4.75
189,3549,3,1500,6.75
189,5899,5,1560,5.4
190,2556,8,40000,10.44
190,4908,9,300,0.02
190,380,2,60,19.01
190,5983,4,400,9.24
191,4831,10,8900,18.62
191,2876,8,1499,14.3
191,740,8,800,10.84
191,4299,10,350,17.52
191,1283,2,210,17.44
191,4640,9,720,19.75
192,4514,8,2499,0.32
192,3575,8,1920,17.08
192,4615,7,288,2.38
192,4261,8,350,0.24
192,5198,4,899,15.86
193,2521,8,55000,6.2
193,4737,4,220,11.76
193,3997,1,25000,8.63
193,2423,9,82500,6.67
194,1954,2,20000,16.69
194,2653,9,90000,12.18
194,3748,3,4500,1.24
194,709,5,1500,1.96
194,1152,1,225,19.34
195,3152,1,2340,14.27
195,5488,7,299,5.6
195,3442,9,3380,17.43
195,5295,3,260,2.87
195,3555,5,3520,19.82
195,650,5,3500,4.51
195,4134,9,455,12.75
196,3082,4,3500,15.84
196,5266,9,35,16.47
196,859,4,1499,4.55
196,475,4,65,15.82
196,5412,4,950,5.26
196,4962,6,1200,8.75
196,3933,1,21600,10.74
197,1807,3,1300,2.65
197,4456,2,2640,14.32
197,4133,6,350,2.21
197,2940,4,4160,4.28
197,5937,5,880,8.41
198,3625,2,3500,11.36
198,4523,4,2499,5.63
198,2846,9,38000,18.73
198,1170,3,140,10.09
199,3207,1,4500,16.21
199,2474,3,99000,17.24
199,1805,5,760,3.13
199,70,9,350,17.78
200,1551,8,480,17.74
200,3860,9,3500,8.64
200,6089,7,110,15.51
200,358,9,55,15.67
200,5082,4,118750,10.19
200,3821,3,5400,19.42
200,6124,3,160,14.74
201,2657,5,22500,9.5
201,4770,2,156,7.47
201,5569,3,165,13.21
201,6064,5,520,17.47
202,2736,2,2800,16.57
202,3492,5,23400,9.63
202,28,6,196,8.59
203,2925,10,14400,5.96
203,5801,5,210,5.82
203,4253,9,1200,1.93
204,4949,8,600,11.41
204,1367,4,75,18.26
204,3224,3,2800,3.23
204,4890,1,1200,19.59
204,1193,4,180,15.48
204,2785,9,12000,3.93
205,1329,1,120,5.87
205,2100,1,1120,13.19
205,61,2,400,10.9
205,257,3,400,13.41
205,5859,10,3500,7.34
205,592,9,130,5.95
206,31,9,400,3.23
206,4999,3,1600,15.66
206,4059,7,450,5.79
206,5627,7,1920,0.15
206,5354,4,7700,19.41
206,2213,3,130,4.8
207,1772,7,148,10.42
207,443,4,640,8.03
207,3163,6,2200,7.85
208,622,8,3325,14.08
208,5679,1,4400,0.43
208,4725,3,350,10.87
208,4460,2,7800,3.41
208,1476,8,280,18.06
208,4919,1,150,2.13
208,5758,10,450,18.78
209,6041,9,5250,7.03
209,1862,7,120,3.63
209,6176,5,150,4.89
209,1456,9,82,13.31
209,4062,5,350,5.5
209,734,9,1350,5.23
209,3730,5,2000,16.52
210,5829,10,800,9.36
210,2392,3,40000,12.89
210,5608,3,55,5.52
210,3153,7,2880,10.04
210,4436,6,9000,3.2
210,2420,7,44000,18.87
210,4427,4,5500,8.32
211,3695,4,4500,18.83
211,3869,4,4050,14.37
211,2574,9,44000,18.28
211,2639,5,52000,8.3
211,5514,1,880,16.62
211,94,9,330,11.67
211,3673,3,28800,18.65
212,3790,5,2800,4.29
212,2966,1,4499,18.3
212,718,10,4950,17.3
212,5132,4,31250,15.8
212,545,8,46000,2.38
213,6043,3,2520,11.51
213,4914,5,1200,19.13
213,5649,2,4840,0.4
213,371,5,220,13.61
213,5043,3,142500,10.89
214,5534,1,7700,10.66
214,4834,4,5200,14.14
214,322,5,60,2.25
214,4023,1,24000,10.35
214,2777,10,15000,11.45
214,4930,1,1200,2.35
215,4444,8,2160,10.33
215,1364,5,36,8.07
215,1216,5,140,7.73
215,1374,3,215,19.58
216,5552,6,110,18.82
216,4743,1,32,12.16
216,1601,9,280,4.61
216,2912,2,699,11.72
216,3865,5,2800,19.13
216,5510,1,400,13.95
216,834,3,2499,16.26
217,6255,1,999,12.81
217,3243,2,2880,16.36
217,5453,8,105,15.46
218,46,6,210,5.85
