branch_id,product_id,quantity
1,659,38
1,660,33
1,661,47
1,662,48
1,663,6
1,664,15
1,665,48
1,666,14
1,667,25
1,668,36
1,669,27
1,670,15
1,671,24
1,672,19
1,673,9
1,675,41
1,677,47
1,678,16
1,679,7
1,680,30
1,681,0
1,682,38
1,683,11
1,684,9
1,685,6
1,686,9
1,687,38
1,688,29
1,689,10
1,690,35
1,691,48
1,692,13
1,693,49
1,694,3
1,696,12
1,697,3
1,699,45
1,700,22
1,701,20
1,702,42
1,703,25
1,704,26
1,705,33
1,706,35
1,709,35
1,710,41
1,712,8
1,713,48
1,714,22
1,715,3
1,716,24
1,717,47
1,718,25
1,719,20
1,720,4
1,722,5
1,723,36
1,724,6
1,725,27
1,726,28
1,727,50
1,728,0
1,729,12
1,730,37
1,731,16
1,732,23
1,733,14
1,734,30
1,735,23
1,736,38
1,737,15
1,738,49
1,739,0
1,740,18
1,741,49
1,742,37
1,743,34
1,744,20
1,745,43
1,747,31
1,748,16
1,750,15
1,751,9
1,752,50
1,753,9
1,754,48
1,755,18
1,756,9
1,757,5
1,758,5
1,759,48
1,760,45
1,761,21
1,762,0
1,763,25
1,764,24
1,765,50
1,766,10
1,767,27
1,769,5
1,770,44
1,771,41
1,772,7
1,773,17
1,775,16
1,776,17
1,777,31
1,778,3
1,779,40
1,780,1
1,781,36
1,782,10
1,783,10
1,784,45
1,785,27
1,786,17
1,787,27
1,788,20
1,789,44
1,790,27
1,791,14
1,792,38
1,793,16
1,794,46
1,795,14
1,796,5
1,797,41
1,798,28
1,799,9
1,800,20
1,801,43
1,802,42
1,803,30
1,804,2
1,805,20
1,806,12
1,809,30
1,810,1
1,811,35
1,812,45
1,813,31
1,814,41
1,815,23
1,816,27
1,817,1
1,818,18
1,819,27
1,821,9
1,822,8
1,824,4
1,825,49
1,826,30
1,827,32
1,828,44
1,829,20
1,830,9
1,831,30
1,832,43
1,833,33
1,834,29
1,835,28
1,836,30
1,837,16
1,838,12
1,839,17
1,840,17
1,841,1
1,842,15
1,843,1
1,844,47
1,846,34
1,847,14
1,848,43
1,849,37
1,850,48
1,851,16
1,852,48
1,853,32
1,854,26
1,855,13
1,856,49
1,857,29
1,858,29
1,859,33
1,860,44
1,861,28
1,862,22
1,863,31
1,864,22
1,865,0
1,866,2
1,867,39
1,868,3
1,869,14
1,870,31
1,871,34
1,872,49
1,873,23
1,874,29
1,875,40
1,876,40
1,877,10
1,878,47
1,879,31
1,880,34
1,881,12
1,882,49
1,885,30
1,886,45
1,887,38
1,888,11
1,889,1
1,890,46
1,891,49
1,892,29
1,893,47
1,894,27
1,895,4
1,896,35
1,897,41
1,898,9
1,899,44
1,900,37
1,901,39
1,902,49
1,903,31
1,904,33
1,905,45
1,906,47
1,907,44
1,909,30
1,910,23
1,911,36
1,912,41
1,913,27
1,914,12
1,915,21
1,916,17
1,917,47
1,918,36
1,919,17
1,921,9
1,922,31
1,923,7
1,925,1
1,926,27
1,928,46
1,929,42
1,930,24
1,931,28
1,932,27
1,933,0
1,934,15
1,935,15
1,936,39
1,937,27
1,939,12
1,940,5
1,941,13
1,942,14
1,943,14
1,944,48
1,945,28
1,946,30
1,947,44
1,949,16
1,950,43
1,951,33
1,952,18
1,953,37
1,955,9
1,956,5
1,957,5
1,958,26
1,959,49
1,960,11
1,961,11
1,962,17
1,963,19
1,964,16
1,965,32
1,966,29
1,967,29
1,968,17
1,969,10
1,970,9
1,971,7
1,972,32
1,973,27
1,974,24
1,975,16
1,976,20
1,977,30
1,978,48
1,979,34
1,980,11
1,982,48
1,983,15
1,985,39
1,986,39
1,987,2
1,988,17
1,989,0
1,991,41
1,992,3
1,993,8
1,994,2
1,996,1
1,997,27
1,999,6
1,1000,26
1,1001,13
1,1002,50
1,1003,17
1,1004,16
1,1005,14
1,1006,21
1,1007,21
1,1008,36
1,1009,48
1,1010,38
1,1011,27
1,1012,24
1,1013,33
1,1014,35
1,1015,1
1,1016,46
1,1017,40
1,1018,42
1,1019,23
1,1020,37
1,1021,8
1,1022,25
1,1023,42
1,1024,4
1,1025,8
1,1026,28
1,1027,10
1,1028,32
1,1029,15
1,1030,38
1,1031,43
1,1032,39
1,1033,8
1,1034,4
1,1035,48
1,1036,9
1,1037,2
1,1038,23
1,1039,1
1,1040,21
1,1041,13
1,1042,37
1,1043,36
1,1045,21
1,1046,42
1,1047,21
1,1048,45
1,1049,46
1,1050,21
1,1051,43
1,1052,0
1,1053,38
1,1054,24
1,1055,24
1,1056,48
1,1057,42
1,1058,43
1,1059,28
1,1060,37
1,1061,30
1,1062,25
1,1063,45
1,1064,44
1,1065,27
1,1066,18
1,1067,14
1,1068,26
1,1070,29
1,1071,29
1,1072,40
1,1073,18
1,1074,21
1,1075,21
1,1076,39
1,1077,22
1,1078,31
1,1079,50
1,1080,16
1,1081,34
1,1082,35
1,1083,24
1,1084,0
1,1085,50
1,1086,36
1,1087,4
1,1088,32
1,1089,47
1,1090,2
1,1091,16
1,1094,29
1,1095,22
1,1096,29
1,1097,34
1,1098,23
1,1099,25
1,1100,39
1,1101,1
1,1102,31
1,1103,25
1,1104,7
1,1105,43
1,1106,28
1,1107,39
1,1108,43
1,1109,18
1,1110,3
1,1111,32
1,1112,29
1,1113,12
1,1114,31
1,1115,6
1,1116,23
1,1117,40
1,1118,12
1,1119,36
1,1120,44
1,1121,11
1,1122,22
1,1123,25
1,1124,0
1,1125,15
1,1126,37
1,1127,26
1,1128,29
1,1129,26
1,1130,50
1,1131,47
1,1132,47
1,1133,50
1,1134,8
1,1135,36
1,1136,14
1,1137,1
1,1139,6
1,1140,12
1,1141,31
1,1142,1
1,1143,27
1,1144,37
1,1145,27
1,1146,26
1,1147,28
1,1148,10
1,1149,32
1,1150,20
1,1151,1
1,1152,38
1,1153,6
1,1154,34
1,1155,7
1,1156,29
1,1157,21
1,1158,34
1,1159,28
1,1160,43
1,1161,44
1,1162,30
1,1163,1
1,1164,12
1,1166,12
1,1167,4
1,1168,19
1,1169,29
1,1170,12
1,1171,25
1,1172,36
1,1173,38
1,1174,8
1,1175,20
1,1176,24
1,1177,17
1,1178,23
1,1179,28
1,1180,34
1,1181,10
1,1182,20
1,1183,36
1,1184,35
1,1185,13
1,1186,6
1,1187,13
1,1188,33
1,1189,3
1,1190,49
1,1191,3
1,1192,18
1,1193,9
1,1194,45
1,1195,49
1,1196,8
1,1197,23
1,1198,49
1,1199,38
1,1200,49
1,1201,43
1,1202,4
1,1204,46
1,1205,31
1,1206,13
1,1207,26
1,1208,31
1,1209,43
1,1210,27
1,1211,24
1,1212,45
1,1213,5
1,1214,49
1,1215,29
1,1216,1
1,1217,23
1,1218,49
1,1219,48
1,1220,4
1,1221,24
1,1222,34
1,1223,3
1,1224,5
1,1225,34
1,1226,49
1,1227,16
1,1228,21
1,1229,7
1,1230,9
1,1231,5
1,1232,21
1,1233,49
1,1234,50
1,1235,15
1,1236,48
1,1237,39
1,1238,41
1,1239,12
1,1240,4
1,1241,3
1,1242,1
1,1243,44
1,1244,47
1,1245,48
1,1246,3
1,1248,33
1,1249,44
1,1250,48
1,1251,22
1,1252,48
1,1253,9
1,1254,45
1,1255,35
1,1257,20
1,1259,49
1,1260,32
1,1261,10
1,1262,12
1,1263,35
1,1264,43
1,1265,12
1,1266,38
1,1268,8
1,1269,22
1,1270,40
1,1271,39
1,1272,1
1,1273,19
1,1274,50
1,1275,38
1,1276,49
1,1277,26
1,1278,4
1,1279,43
1,1280,48
1,1281,25
1,1282,31
1,1283,5
1,1284,42
1,1285,34
1,1286,42
1,1287,25
1,1288,3
1,1289,26
1,1290,44
1,1291,46
1,1292,28
1,1293,29
1,1294,31
1,1295,12
1,1296,20
1,1297,23
1,1298,2
1,1299,6
1,1302,17
1,1303,8
1,1304,42
1,1306,5
1,1307,3
1,1308,42
1,1309,12
1,1310,46
1,1311,31
1,1313,27
1,1314,3
1,1315,2
1,1316,24
1,1317,7
1,1319,14
1,1320,5
1,1321,50
1,1322,5
1,1323,42
1,1324,19
1,1325,31
1,1326,34
1,1327,36
1,1328,36
1,1329,7
1,1330,42
1,1331,12
1,1332,27
1,1333,48
1,1335,45
1,1336,18
1,1337,20
1,1338,14
1,1339,30
1,1340,2
1,1341,14
1,1342,11
1,1343,35
1,1344,30
1,1346,48
1,1347,18
1,1348,30
1,1350,8
1,1351,35
1,1353,22
1,1354,42
1,1356,43
1,1357,16
1,1358,4
1,1359,49
1,1360,10
1,1361,9
1,1362,17
1,1363,1
1,1365,9
1,1366,12
1,1367,16
1,1368,10
1,1369,6
1,1370,24
1,1371,27
1,1373,44
1,1374,21
1,1375,27
1,1376,16
1,1377,16
1,1379,44
1,1380,31
1,1381,2
1,1382,48
1,1383,26
1,1384,45
1,1386,48
1,1387,6
1,1388,1
1,1389,24
1,1390,15
1,1392,30
1,1393,13
1,1394,35
1,1395,37
1,1396,7
1,1397,31
1,1398,15
1,1399,36
1,1400,8
1,1401,1
1,1402,33
1,1403,10
1,1404,25
1,1405,46
1,1406,25
1,1407,29
1,1408,2
1,1409,1
1,1410,48
1,1411,7
1,1412,25
1,1413,20
1,1414,8
1,1415,30
1,1416,16
1,1417,46
1,1418,45
1,1419,32
1,1420,33
1,1421,23
1,1422,13
1,1423,38
1,1424,25
1,1425,13
1,1426,45
1,1427,17
1,1429,28
1,1430,21
1,1431,5
1,1432,30
1,1433,37
1,1434,28
1,1435,7
1,1436,4
1,1437,17
1,1438,14
1,1440,22
1,1441,21
1,1442,43
1,1444,24
1,1445,32
1,1446,32
1,1447,49
1,1448,5
1,1449,7
1,1450,30
1,1451,46
1,1452,40
1,1453,11
1,1454,5
1,1455,1
1,1456,44
1,1458,18
1,1459,16
1,1460,7
1,1461,19
1,1462,20
1,1463,47
1,1464,11
1,1465,27
1,1466,19
1,1467,14
1,1468,20
1,1469,22
1,1470,16
1,1471,14
1,1472,1
1,1473,41
1,1474,27
1,1475,49
1,1476,40
1,1477,26
1,1478,11
1,1479,26
1,1480,19
1,1481,10
1,1483,18
1,1485,20
1,1486,31
1,1488,14
1,1489,49
1,1490,35
1,1491,15
1,1493,44
1,1494,6
1,1497,6
1,1498,44
1,1499,21
1,1500,44
1,1501,15
1,1502,18
1,1503,5
1,1504,32
1,1505,45
1,1506,7
1,1507,44
1,1508,24
1,1509,8
1,1510,50
1,1511,0
1,1513,32
1,1515,5
1,1517,5
1,1518,14
1,1519,19
1,1520,48
1,1521,1
1,1522,10
1,1523,9
1,1524,23
1,1526,12
1,1527,16
1,1528,36
1,1529,1
1,1530,47
1,1531,43
1,1532,36
1,1533,34
1,1534,24
1,1535,34
1,1536,13
1,1537,46
1,1539,13
1,1540,9
1,1541,42
1,1542,25
1,1543,10
1,1544,46
1,1545,3
1,1546,10
1,1547,36
1,1548,1
1,1549,6
1,1550,37
1,1551,12
1,1552,7
1,1554,39
1,1555,8
1,1556,4
1,1558,35
1,1559,42
1,1560,6
1,1561,35
1,1562,46
1,1563,25
1,1564,31
1,1565,2
1,1566,10
1,1567,45
1,1569,3
1,1570,32
1,1571,47
1,1572,48
1,1573,45
1,1574,45
1,1575,17
1,1576,7
1,1577,1
1,1578,42
1,1579,7
1,1580,15
1,1581,37
1,1583,41
1,1584,19
1,1585,21
1,1586,45
1,1587,1
1,1588,37
1,1590,23
1,1591,13
1,1592,32
1,1593,38
1,1594,9
1,1595,47
1,1596,39
1,1597,3
1,1598,13
1,1599,12
1,1600,35
1,1601,21
1,1602,4
1,1603,49
1,1604,26
1,1605,16
1,1606,44
1,1607,1
1,1608,43
1,1609,48
1,1610,20
1,1611,5
1,1612,27
1,1613,29
1,1614,38
1,1616,15
1,1617,39
1,1618,1
1,1619,23
1,1620,34
1,1621,8
1,1622,44
1,1623,34
1,1624,18
1,1625,25
1,1626,14
1,1627,16
1,1628,9
1,1629,18
1,1630,4
1,1631,22
1,1632,26
1,1633,47
1,1634,22
1,1635,43
1,1636,42
1,1637,35
1,1638,27
1,1639,44
1,1640,26
1,1641,31
1,1642,26
1,1643,20
1,1644,17
1,1645,48
1,1646,40
1,1647,50
1,1648,33
1,1649,10
1,1650,39
1,1651,38
1,1652,33
1,1653,13
1,1654,40
1,1655,9
1,1656,11
1,1657,46
1,1658,35
1,1659,1
1,1660,18
1,1661,39
1,1662,14
1,1663,23
1,1664,4
1,1665,19
1,1666,20
1,1668,11
1,1669,46
1,1670,48
1,1671,4
1,1672,20
1,1673,31
1,1674,47
1,1675,21
1,1676,26
1,1677,1
1,1678,35
1,1679,9
1,1680,26
1,1681,29
1,1682,22
1,1683,42
1,1684,0
1,1685,22
1,1686,50
1,1687,45
1,1688,13
1,1689,38
1,1690,33
1,1691,7
1,1692,18
1,1693,25
1,1694,41
1,1695,11
1,1696,11
1,1697,29
1,1698,1
1,1699,38
1,1700,5
1,1701,6
1,1702,24
1,1703,21
1,1704,12
1,1705,28
1,1706,15
1,1707,20
1,1708,11
1,1709,43
1,1710,20
1,1711,25
1,1712,25
1,1713,36
1,1714,3
1,1715,8
1,1716,9
1,1717,23
1,1718,49
1,1719,36
1,1720,22
1,1721,18
1,1722,24
1,1723,37
1,1724,19
1,1725,26
1,1726,12
1,1727,35
1,1728,22
1,1729,49
1,1730,6
1,1732,14
1,1733,2
1,1734,5
1,1735,10
1,1736,4
1,1737,6
1,1738,12
1,1739,17
1,1740,50
1,1741,48
1,1742,47
1,1743,8
1,1744,44
1,1745,44
1,1746,18
1,1748,45
1,1749,21
1,1750,50
1,1751,29
1,1752,10
1,1753,2
1,1754,34
1,1755,19
1,1756,19
1,1757,46
1,1758,33
1,1759,1
1,1760,44
1,1761,50
1,1762,40
1,1763,41
1,1764,34
1,1766,22
1,1767,27
1,1768,45
1,1769,15
1,1770,17
1,1771,45
1,1772,26
1,1773,39
1,1774,26
1,1775,13
1,1776,22
1,1777,18
1,1778,10
1,1780,21
1,1782,29
1,1783,17
1,1784,1
1,1785,0
1,1786,3
1,1787,18
1,1788,48
1,1789,48
1,1791,8
1,1792,8
1,1793,42
1,1794,23
1,1795,16
1,1796,18
1,1797,41
1,1798,5
1,1799,36
1,1800,7
1,1801,28
1,1802,35
1,1803,40
1,1804,0
1,1805,41
1,1806,37
1,1807,11
1,1808,36
1,1809,0
1,1810,31
1,1811,48
1,1812,3
1,1813,10
1,1814,21
1,1815,48
1,1816,41
1,1817,30
1,1818,15
1,1820,27
1,1821,37
1,1822,41
1,1823,18
1,1824,0
1,1825,7
1,1826,27
1,1827,24
1,1829,34
1,1830,49
1,1831,0
1,1832,6
1,1833,3
1,1834,6
1,1835,12
1,1836,29
1,1837,48
1,1838,50
1,1839,21
1,1840,1
1,1841,35
1,1842,13
1,1843,9
1,1844,47
1,1845,31
1,1846,14
1,1847,12
1,1848,35
1,1849,46
1,1850,5
1,1851,17
1,1852,20
1,1853,12
1,1854,18
1,1855,14
1,1856,25
1,1857,26
1,1858,41
1,1859,50
1,1860,24
1,1861,41
1,1862,36
1,1863,46
1,1864,6
1,1865,16
1,1866,19
1,1867,36
1,1868,27
1,1869,33
1,1870,15
1,1873,6
1,1875,7
1,1877,39
1,1878,9
1,1879,26
1,1880,8
1,1881,24
1,1882,37
1,1883,8
1,1884,6
1,1885,0
1,1886,27
1,1887,39
1,1888,40
1,1889,12
1,1890,16
1,1891,29
1,1892,10
1,1893,17
1,1894,41
1,1896,10
1,1897,48
1,1898,14
1,1899,50
1,1901,41
1,1902,41
1,1903,31
1,1904,21
1,1905,14
1,1906,32
1,1907,18
1,1908,7
1,1910,22
1,1911,37
1,1912,5
1,1913,10
1,1914,17
1,1915,41
1,1916,16
1,1917,36
1,1918,25
1,1919,24
1,1920,8
1,1923,39
1,1924,2
1,1925,34
1,1927,16
1,1928,3
1,1929,41
1,1930,38
1,1931,18
1,1932,32
1,1933,28
1,1934,33
1,1935,42
1,1936,48
1,1937,12
1,1938,6
1,1939,0
1,1940,20
1,1941,16
1,1942,26
1,1943,42
1,1944,45
1,1945,50
1,1946,33
1,1947,14
1,1948,16
1,1949,8
1,1950,39
1,1951,3
1,1952,8
1,1953,28
1,1954,34
1,1955,4
1,1956,49
1,1959,27
1,1960,17
1,1961,34
1,1962,42
1,1963,16
1,1964,44
1,1965,43
1,1966,29
1,1968,2
1,1969,47
1,1971,49
1,1972,13
1,1973,5
1,1974,19
1,1975,20
1,1976,14
1,1977,27
1,1978,40
1,1979,7
1,1980,48
1,1981,37
1,1982,17
1,1983,36
1,1984,3
1,1985,20
1,1986,8
1,1987,13
1,1988,19
1,1989,35
1,1990,44
1,1991,35
1,1993,43
1,1994,3
1,1995,3
1,1996,11
1,1997,1
1,1998,30
1,1999,5
1,2000,9
1,2002,0
1,2003,2
1,2004,6
1,2005,12
1,2006,13
1,2007,8
1,2008,5
1,2009,16
1,2010,38
1,2011,23
1,2012,11
1,2013,7
1,2014,11
1,2015,27
1,2017,49
1,2018,31
1,2019,40
1,2021,12
1,2022,22
1,2023,38
1,2024,7
1,2025,46
1,2026,13
1,2027,50
1,2028,31
1,2029,10
1,2030,45
1,2031,33
1,2032,41
1,2033,11
1,2034,15
1,2035,2
1,2036,44
1,2037,6
1,2038,36
1,2039,3
1,2041,19
1,2043,4
1,2044,44
1,2045,24
1,2046,22
1,2047,4
1,2048,35
1,2049,27
1,2050,26
1,2051,24
1,2052,22
1,2053,7
1,2054,28
1,2055,0
1,2056,34
1,2057,19
1,2058,27
1,2059,13
1,2060,47
1,2061,36
1,2062,10
1,2063,20
1,2064,43
1,2065,22
1,2066,45
1,2067,3
1,2068,42
1,2069,19
1,2070,18
1,2072,12
1,2073,1
1,2074,28
1,2075,12
1,2076,6
1,2077,18
1,2078,40
1,2079,18
1,2081,19
1,2082,4
1,2083,12
1,2084,16
1,2085,11
1,2086,36
1,2087,4
1,2088,40
1,2089,2
1,2090,5
1,2091,5
1,2092,46
1,2093,13
1,2094,2
1,2095,23
1,2097,17
1,2098,20
1,2099,47
1,2100,37
1,2101,6
1,2102,23
1,2104,31
1,2105,38
1,2106,37
1,2107,26
1,2108,43
1,2109,29
1,2110,38
1,2111,50
1,2112,26
1,2114,2
1,2115,23
1,2116,12
1,2117,29
1,2118,34
1,2119,33
1,2120,20
1,2121,0
1,2123,41
1,2125,50
1,2126,24
1,2127,1
1,2128,33
1,2129,3
1,2130,3
1,2131,37
1,2132,35
1,2133,6
1,2134,39
1,2135,14
1,2136,14
1,2137,37
1,2138,39
1,2139,18
1,2140,35
1,2141,39
1,2142,9
1,2143,30
1,2144,35
1,2145,40
1,2146,16
1,2147,2
1,2148,20
1,2149,50
1,2150,25
1,2151,13
1,2152,31
1,2153,50
1,2154,28
1,2155,28
1,2156,46
1,2158,48
1,2159,26
1,2160,42
1,2161,3
1,2162,32
1,2163,23
1,2164,49
1,2165,36
1,2166,8
1,2167,38
1,2168,34
1,2169,27
1,2170,36
1,2172,0
1,2173,46
1,2174,29
1,2175,22
1,2176,12
1,2177,10
1,2178,21
1,2179,40
1,2180,21
1,2181,15
1,2182,4
1,2183,50
1,2184,37
1,2185,14
1,2186,50
1,2187,19
1,2188,1
1,2189,14
1,2190,12
1,2191,3
1,2192,36
1,2193,44
1,2194,9
1,2195,47
1,2196,8
1,2197,5
1,2198,38
1,2199,40
1,2200,47
1,2201,35
1,2202,16
1,2203,4
1,2204,14
1,2205,48
1,2206,36
1,2207,47
1,2208,25
1,2209,12
1,2210,13
1,2211,27
1,2213,40
1,2214,47
1,2215,38
1,2217,8
1,2218,18
1,2220,46
1,2221,5
1,2222,24
1,2223,13
1,2224,12
1,2225,43
1,2226,19
1,2227,18
1,2229,32
1,2230,20
1,2231,45
1,2232,1
1,2234,12
1,2235,21
1,2236,38
1,2237,34
1,2238,49
1,2240,18
1,2241,3
1,2242,48
1,2243,9
1,2244,12
1,2246,40
1,2247,4
1,2248,27
1,2249,44
1,2250,37
1,2251,5
1,2252,3
1,2253,1
1,2254,22
1,2256,41
1,2257,34
1,2258,15
1,2259,5
1,2260,0
1,2261,31
1,2262,9
1,2263,44
1,2265,38
1,2266,20
1,2267,44
1,2269,21
1,2271,36
1,2272,36
1,2273,7
1,2274,8
1,2275,12
1,2276,5
1,2277,37
1,2278,21
1,2279,13
1,2280,17
1,2281,25
1,2282,12
1,2284,36
1,2285,0
1,2286,20
1,2287,47
1,2288,13
1,2289,5
1,2291,39
1,2292,9
1,2293,17
1,2294,27
1,2295,0
1,2296,48
1,2297,33
1,2298,33
1,2299,43
1,2300,46
1,2301,44
1,2302,35
1,2303,3
1,2304,36
1,2305,49
1,2306,31
1,2308,22
1,2309,16
1,2310,45
1,2311,50
1,2312,13
1,2313,48
1,2314,30
1,2315,17
1,2317,30
